$\sigma_{x_1}$,$\sigma_{x_2}$,$\sigma_{h_1}$,$\sigma_{h_2}$,success_rate
2.76,2.76,3.6,5.6,0.821
1.96,1.96,3.96,5.96,0.748
3.24,3.24,3.24,5.24,0.842
3.44,3.44,3.44,5.4399999999999995,0.829
1.32,1.32,3.16,5.16,0.693
1.32,1.32,3.36,5.359999999999999,0.69
0.68,0.68,3.72,5.720000000000001,0.488
3.08,3.08,3.04,5.04,0.845
0.24,0.24,3.12,5.12,0.247
0.6,0.6,3.52,5.52,0.453
1.56,1.56,3.56,5.5600000000000005,0.722
3.84,3.84,3.84,5.84,0.844
2.48,2.48,3.4,5.4,0.812
1.04,1.04,3.92,5.92,0.581
3.28,3.28,3.24,5.24,0.815
2.32,2.32,3.2,5.2,0.821
3.0,3.0,4.0,6.0,0.819
2.0,2.0,3.96,5.96,0.735
2.88,2.88,3.8,5.8,0.845
2.8,2.8,3.6,5.6,0.814
3.8,3.8,3.64,5.640000000000001,0.828
1.8,1.8,3.76,5.76,0.757
3.48,3.48,3.44,5.4399999999999995,0.844
0.28,0.28,3.32,5.32,0.286
1.36,1.36,3.16,5.16,0.728
0.72,0.72,3.72,5.720000000000001,0.484
1.36,1.36,3.36,5.359999999999999,0.725
0.28,0.28,3.12,5.12,0.29
1.6,1.6,3.56,5.5600000000000005,0.716
0.64,0.64,3.52,5.52,0.479
2.52,2.52,3.4,5.4,0.818
3.04,3.04,4.0,6.0,0.816
1.08,1.08,3.92,5.92,0.603
3.88,3.88,3.84,5.84,0.852
3.12,3.12,3.04,5.04,0.85
3.84,3.84,3.64,5.640000000000001,0.848
2.04,2.04,3.96,5.96,0.781
2.92,2.92,3.8,5.8,0.815
2.84,2.84,3.6,5.6,0.813
3.32,3.32,3.24,5.24,0.833
2.36,2.36,3.2,5.2,0.817
3.52,3.52,3.44,5.4399999999999995,0.856
1.84,1.84,3.76,5.76,0.729
0.76,0.76,3.72,5.720000000000001,0.527
0.32,0.32,3.32,5.32,0.307
1.4,1.4,3.16,5.16,0.713
1.4,1.4,3.36,5.359999999999999,0.697
0.32,0.32,3.12,5.12,0.3
3.08,3.08,4.0,6.0,0.814
1.64,1.64,3.56,5.5600000000000005,0.736
0.68,0.68,3.52,5.52,0.474
2.56,2.56,3.4,5.4,0.816
3.88,3.88,3.64,5.640000000000001,0.848
2.88,2.88,3.6,5.6,0.805
3.36,3.36,3.24,5.24,0.843
1.12,1.12,3.92,5.92,0.637
3.92,3.92,3.84,5.84,0.846
3.16,3.16,3.04,5.04,0.825
2.96,2.96,3.8,5.8,0.83
2.4,2.4,3.2,5.2,0.829
2.08,2.08,3.96,5.96,0.766
1.44,1.44,3.16,5.16,0.757
0.8,0.8,3.72,5.720000000000001,0.555
3.56,3.56,3.44,5.4399999999999995,0.844
1.44,1.44,3.36,5.359999999999999,0.739
3.12,3.12,4.0,6.0,0.809
0.36,0.36,3.12,5.12,0.367
3.92,3.92,3.64,5.640000000000001,0.834
1.68,1.68,3.56,5.5600000000000005,0.731
1.88,1.88,3.76,5.76,0.765
0.36,0.36,3.32,5.32,0.36
2.92,2.92,3.6,5.6,0.81
2.6,2.6,3.4,5.4,0.793
1.16,1.16,3.92,5.92,0.626
0.72,0.72,3.52,5.52,0.51
3.2,3.2,3.04,5.04,0.83
3.96,3.96,3.84,5.84,0.843
3.4,3.4,3.24,5.24,0.832
2.44,2.44,3.2,5.2,0.815
3.0,3.0,3.8,5.8,0.825
1.48,1.48,3.16,5.16,0.751
0.84,0.84,3.72,5.720000000000001,0.555
3.6,3.6,3.44,5.4399999999999995,0.838
0.4,0.4,3.12,5.12,0.394
2.12,2.12,3.96,5.96,0.752
1.48,1.48,3.36,5.359999999999999,0.701
3.96,3.96,3.64,5.640000000000001,0.839
2.64,2.64,3.4,5.4,0.805
1.72,1.72,3.56,5.5600000000000005,0.739
2.96,2.96,3.6,5.6,0.828
1.2,1.2,3.92,5.92,0.643
3.16,3.16,4.0,6.0,0.83
1.92,1.92,3.76,5.76,0.75
0.4,0.4,3.32,5.32,0.346
4.0,4.0,3.84,5.84,0.855
3.44,3.44,3.24,5.24,0.838
0.76,0.76,3.52,5.52,0.543
3.24,3.24,3.04,5.04,0.822
2.48,2.48,3.2,5.2,0.784
1.52,1.52,3.16,5.16,0.742
3.64,3.64,3.44,5.4399999999999995,0.843
1.52,1.52,3.36,5.359999999999999,0.724
3.04,3.04,3.8,5.8,0.82
0.44,0.44,3.12,5.12,0.394
0.88,0.88,3.72,5.720000000000001,0.558
4.0,4.0,3.64,5.640000000000001,0.84
2.68,2.68,3.4,5.4,0.803
2.16,2.16,3.96,5.96,0.763
3.0,3.0,3.6,5.6,0.835
1.24,1.24,3.92,5.92,0.623
0.44,0.44,3.32,5.32,0.398
3.48,3.48,3.24,5.24,0.856
1.96,1.96,3.76,5.76,0.755
1.76,1.76,3.56,5.5600000000000005,0.781
3.2,3.2,4.0,6.0,0.828
1.56,1.56,3.16,5.16,0.734
0.0,0.0,3.88,5.88,0.105
3.68,3.68,3.44,5.4399999999999995,0.832
1.56,1.56,3.36,5.359999999999999,0.728
3.28,3.28,3.04,5.04,0.85
0.48,0.48,3.12,5.12,0.445
2.52,2.52,3.2,5.2,0.819
1.28,1.28,3.92,5.92,0.618
3.04,3.04,3.6,5.6,0.816
0.8,0.8,3.52,5.52,0.517
0.0,0.0,3.68,5.68,0.107
0.92,0.92,3.72,5.720000000000001,0.556
2.72,2.72,3.4,5.4,0.805
3.08,3.08,3.8,5.8,0.798
1.8,1.8,3.56,5.5600000000000005,0.741
2.2,2.2,3.96,5.96,0.762
0.48,0.48,3.32,5.32,0.418
3.52,3.52,3.24,5.24,0.854
2.0,2.0,3.76,5.76,0.751
3.32,3.32,3.04,5.04,0.822
3.24,3.24,4.0,6.0,0.822
1.6,1.6,3.16,5.16,0.757
3.72,3.72,3.44,5.4399999999999995,0.84
0.52,0.52,3.12,5.12,0.441
0.04,0.04,3.88,5.88,0.124
1.6,1.6,3.36,5.359999999999999,0.743
0.84,0.84,3.52,5.52,0.544
1.32,1.32,3.92,5.92,0.645
0.96,0.96,3.72,5.720000000000001,0.581
2.56,2.56,3.2,5.2,0.805
3.08,3.08,3.6,5.6,0.82
0.04,0.04,3.68,5.68,0.114
3.12,3.12,3.8,5.8,0.852
2.76,2.76,3.4,5.4,0.823
1.84,1.84,3.56,5.5600000000000005,0.747
0.52,0.52,3.32,5.32,0.447
2.24,2.24,3.96,5.96,0.778
1.64,1.64,3.36,5.359999999999999,0.754
3.56,3.56,3.24,5.24,0.86
3.76,3.76,3.44,5.4399999999999995,0.836
2.04,2.04,3.76,5.76,0.762
3.36,3.36,3.04,5.04,0.842
1.64,1.64,3.16,5.16,0.751
0.56,0.56,3.12,5.12,0.46
3.28,3.28,4.0,6.0,0.824
1.36,1.36,3.92,5.92,0.691
2.6,2.6,3.2,5.2,0.828
0.88,0.88,3.52,5.52,0.546
1.0,1.0,3.72,5.720000000000001,0.581
0.08,0.08,3.88,5.88,0.168
0.56,0.56,3.32,5.32,0.447
0.08,0.08,3.68,5.68,0.152
3.12,3.12,3.6,5.6,0.802
2.8,2.8,3.4,5.4,0.818
3.16,3.16,3.8,5.8,0.818
1.88,1.88,3.56,5.5600000000000005,0.763
3.8,3.8,3.44,5.4399999999999995,0.841
3.6,3.6,3.24,5.24,0.866
1.68,1.68,3.36,5.359999999999999,0.735
2.28,2.28,3.96,5.96,0.782
2.08,2.08,3.76,5.76,0.749
2.64,2.64,3.2,5.2,0.851
1.68,1.68,3.16,5.16,0.747
0.12,0.12,3.68,5.68,0.193
0.6,0.6,3.32,5.32,0.469
3.4,3.4,3.04,5.04,0.846
3.32,3.32,4.0,6.0,0.824
1.04,1.04,3.72,5.720000000000001,0.608
1.4,1.4,3.92,5.92,0.675
0.6,0.6,3.12,5.12,0.474
0.92,0.92,3.52,5.52,0.588
0.12,0.12,3.88,5.88,0.168
3.16,3.16,3.6,5.6,0.827
3.2,3.2,3.8,5.8,0.833
1.92,1.92,3.56,5.5600000000000005,0.775
2.84,2.84,3.4,5.4,0.833
3.64,3.64,3.24,5.24,0.857
3.84,3.84,3.44,5.4399999999999995,0.844
1.72,1.72,3.36,5.359999999999999,0.754
2.68,2.68,3.2,5.2,0.839
3.44,3.44,3.04,5.04,0.833
2.12,2.12,3.76,5.76,0.793
0.16,0.16,3.68,5.68,0.205
2.32,2.32,3.96,5.96,0.785
3.36,3.36,4.0,6.0,0.825
0.64,0.64,3.12,5.12,0.503
0.96,0.96,3.52,5.52,0.566
0.64,0.64,3.32,5.32,0.491
1.08,1.08,3.72,5.720000000000001,0.59
1.44,1.44,3.92,5.92,0.653
1.72,1.72,3.16,5.16,0.774
3.2,3.2,3.6,5.6,0.853
2.88,2.88,3.4,5.4,0.839
0.16,0.16,3.88,5.88,0.184
3.24,3.24,3.8,5.8,0.821
1.76,1.76,3.36,5.359999999999999,0.763
3.48,3.48,3.04,5.04,0.835
2.72,2.72,3.2,5.2,0.811
1.96,1.96,3.56,5.5600000000000005,0.74
3.88,3.88,3.44,5.4399999999999995,0.841
0.2,0.2,3.68,5.68,0.215
3.68,3.68,3.24,5.24,0.827
2.16,2.16,3.76,5.76,0.8
3.4,3.4,4.0,6.0,0.82
1.76,1.76,3.16,5.16,0.774
1.12,1.12,3.72,5.720000000000001,0.641
1.0,1.0,3.52,5.52,0.596
2.36,2.36,3.96,5.96,0.764
2.92,2.92,3.4,5.4,0.816
3.24,3.24,3.6,5.6,0.835
0.68,0.68,3.12,5.12,0.508
0.68,0.68,3.32,5.32,0.502
1.48,1.48,3.92,5.92,0.656
0.2,0.2,3.88,5.88,0.204
0.24,0.24,3.68,5.68,0.226
1.8,1.8,3.36,5.359999999999999,0.752
3.28,3.28,3.8,5.8,0.839
3.52,3.52,3.04,5.04,0.844
2.76,2.76,3.2,5.2,0.812
3.92,3.92,3.44,5.4399999999999995,0.841
2.0,2.0,3.56,5.5600000000000005,0.758
3.72,3.72,3.24,5.24,0.837
3.44,3.44,4.0,6.0,0.827
1.04,1.04,3.52,5.52,0.614
2.4,2.4,3.96,5.96,0.796
2.96,2.96,3.4,5.4,0.814
2.2,2.2,3.76,5.76,0.791
1.8,1.8,3.16,5.16,0.764
3.28,3.28,3.6,5.6,0.822
1.16,1.16,3.72,5.720000000000001,0.609
0.28,0.28,3.68,5.68,0.28
0.24,0.24,3.88,5.88,0.232
0.72,0.72,3.12,5.12,0.544
0.72,0.72,3.32,5.32,0.572
1.84,1.84,3.36,5.359999999999999,0.766
1.52,1.52,3.92,5.92,0.686
3.48,3.48,4.0,6.0,0.831
3.32,3.32,3.8,5.8,0.829
3.96,3.96,3.44,5.4399999999999995,0.826
3.56,3.56,3.04,5.04,0.851
1.08,1.08,3.52,5.52,0.634
3.0,3.0,3.4,5.4,0.814
2.8,2.8,3.2,5.2,0.813
2.04,2.04,3.56,5.5600000000000005,0.794
3.76,3.76,3.24,5.24,0.849
2.24,2.24,3.76,5.76,0.782
0.32,0.32,3.68,5.68,0.308
0.28,0.28,3.88,5.88,0.251
2.44,2.44,3.96,5.96,0.774
1.2,1.2,3.72,5.720000000000001,0.648
1.84,1.84,3.16,5.16,0.782
3.32,3.32,3.6,5.6,0.833
0.76,0.76,3.32,5.32,0.526
0.76,0.76,3.12,5.12,0.581
1.88,1.88,3.36,5.359999999999999,0.769
3.52,3.52,4.0,6.0,0.822
4.0,4.0,3.44,5.4399999999999995,0.824
3.04,3.04,3.4,5.4,0.819
3.36,3.36,3.8,5.8,0.849
1.56,1.56,3.92,5.92,0.712
1.12,1.12,3.52,5.52,0.652
3.8,3.8,3.24,5.24,0.834
2.08,2.08,3.56,5.5600000000000005,0.768
3.6,3.6,3.04,5.04,0.841
2.84,2.84,3.2,5.2,0.828
1.88,1.88,3.16,5.16,0.755
1.24,1.24,3.72,5.720000000000001,0.659
2.28,2.28,3.76,5.76,0.797
0.36,0.36,3.68,5.68,0.32
0.32,0.32,3.88,5.88,0.298
0.8,0.8,3.32,5.32,0.563
1.92,1.92,3.36,5.359999999999999,0.779
3.36,3.36,3.6,5.6,0.853
3.56,3.56,4.0,6.0,0.83
2.48,2.48,3.96,5.96,0.802
0.8,0.8,3.12,5.12,0.587
3.08,3.08,3.4,5.4,0.834
0.0,0.0,3.48,5.48,0.101
3.64,3.64,3.04,5.04,0.855
3.4,3.4,3.8,5.8,0.834
1.16,1.16,3.52,5.52,0.633
1.6,1.6,3.92,5.92,0.687
3.84,3.84,3.24,5.24,0.875
2.88,2.88,3.2,5.2,0.83
1.92,1.92,3.16,5.16,0.782
2.12,2.12,3.56,5.5600000000000005,0.781
0.84,0.84,3.32,5.32,0.581
3.4,3.4,3.6,5.6,0.841
3.6,3.6,4.0,6.0,0.833
1.28,1.28,3.72,5.720000000000001,0.651
2.32,2.32,3.76,5.76,0.783
0.4,0.4,3.68,5.68,0.342
1.96,1.96,3.36,5.359999999999999,0.786
0.04,0.04,3.48,5.48,0.125
0.36,0.36,3.88,5.88,0.304
2.52,2.52,3.96,5.96,0.782
3.44,3.44,3.8,5.8,0.826
3.12,3.12,3.4,5.4,0.853
1.2,1.2,3.52,5.52,0.651
3.68,3.68,3.04,5.04,0.837
0.84,0.84,3.12,5.12,0.581
2.92,2.92,3.2,5.2,0.824
0.88,0.88,3.32,5.32,0.584
3.88,3.88,3.24,5.24,0.858
3.64,3.64,4.0,6.0,0.852
1.64,1.64,3.92,5.92,0.706
3.44,3.44,3.6,5.6,0.829
2.16,2.16,3.56,5.5600000000000005,0.775
1.32,1.32,3.72,5.720000000000001,0.649
1.96,1.96,3.16,5.16,0.785
2.36,2.36,3.76,5.76,0.791
0.08,0.08,3.48,5.48,0.146
2.56,2.56,3.96,5.96,0.774
0.4,0.4,3.88,5.88,0.308
0.44,0.44,3.68,5.68,0.356
2.0,2.0,3.36,5.359999999999999,0.772
3.48,3.48,3.8,5.8,0.825
3.16,3.16,3.4,5.4,0.845
3.72,3.72,3.04,5.04,0.846
1.24,1.24,3.52,5.52,0.643
1.68,1.68,3.92,5.92,0.706
0.92,0.92,3.32,5.32,0.618
2.96,2.96,3.2,5.2,0.827
3.68,3.68,4.0,6.0,0.831
0.88,0.88,3.12,5.12,0.63
3.92,3.92,3.24,5.24,0.856
1.36,1.36,3.72,5.720000000000001,0.653
2.0,2.0,3.16,5.16,0.785
2.2,2.2,3.56,5.5600000000000005,0.791
0.12,0.12,3.48,5.48,0.187
3.48,3.48,3.6,5.6,0.853
2.4,2.4,3.76,5.76,0.79
2.6,2.6,3.96,5.96,0.798
0.44,0.44,3.88,5.88,0.362
3.52,3.52,3.8,5.8,0.825
3.2,3.2,3.4,5.4,0.817
1.28,1.28,3.52,5.52,0.662
3.76,3.76,3.04,5.04,0.839
1.72,1.72,3.92,5.92,0.7
3.72,3.72,4.0,6.0,0.838
2.04,2.04,3.36,5.359999999999999,0.784
0.48,0.48,3.68,5.68,0.385
3.0,3.0,3.2,5.2,0.835
1.4,1.4,3.72,5.720000000000001,0.674
0.96,0.96,3.32,5.32,0.599
3.96,3.96,3.24,5.24,0.848
2.04,2.04,3.16,5.16,0.767
2.24,2.24,3.56,5.5600000000000005,0.774
0.92,0.92,3.12,5.12,0.627
1.76,1.76,3.92,5.92,0.714
2.64,2.64,3.96,5.96,0.816
0.16,0.16,3.48,5.48,0.172
1.32,1.32,3.52,5.52,0.68
3.76,3.76,4.0,6.0,0.828
3.56,3.56,3.8,5.8,0.837
0.48,0.48,3.88,5.88,0.366
3.52,3.52,3.6,5.6,0.859
3.24,3.24,3.4,5.4,0.839
2.44,2.44,3.76,5.76,0.763
2.08,2.08,3.36,5.359999999999999,0.784
3.8,3.8,3.04,5.04,0.845
1.44,1.44,3.72,5.720000000000001,0.704
0.52,0.52,3.68,5.68,0.425
3.04,3.04,3.2,5.2,0.812
2.28,2.28,3.56,5.5600000000000005,0.793
4.0,4.0,3.24,5.24,0.837
2.08,2.08,3.16,5.16,0.759
1.0,1.0,3.32,5.32,0.639
1.36,1.36,3.52,5.52,0.697
3.56,3.56,3.6,5.6,0.842
2.68,2.68,3.96,5.96,0.823
0.52,0.52,3.88,5.88,0.403
1.8,1.8,3.92,5.92,0.73
2.48,2.48,3.76,5.76,0.78
3.28,3.28,3.4,5.4,0.829
0.2,0.2,3.48,5.48,0.228
3.6,3.6,3.8,5.8,0.827
3.8,3.8,4.0,6.0,0.833
0.96,0.96,3.12,5.12,0.621
2.12,2.12,3.36,5.359999999999999,0.792
2.32,2.32,3.56,5.5600000000000005,0.786
2.12,2.12,3.16,5.16,0.781
3.08,3.08,3.2,5.2,0.839
1.48,1.48,3.72,5.720000000000001,0.708
3.84,3.84,3.04,5.04,0.84
0.0,0.0,3.28,5.279999999999999,0.09
3.32,3.32,3.4,5.4,0.843
0.56,0.56,3.88,5.88,0.434
2.52,2.52,3.76,5.76,0.807
0.56,0.56,3.68,5.68,0.439
1.4,1.4,3.52,5.52,0.692
1.0,1.0,3.12,5.12,0.632
1.04,1.04,3.32,5.32,0.634
0.24,0.24,3.48,5.48,0.256
3.6,3.6,3.6,5.6,0.863
3.84,3.84,4.0,6.0,0.828
3.64,3.64,3.8,5.8,0.866
2.72,2.72,3.96,5.96,0.834
1.84,1.84,3.92,5.92,0.733
2.16,2.16,3.36,5.359999999999999,0.78
2.16,2.16,3.16,5.16,0.789
3.12,3.12,3.2,5.2,0.838
2.36,2.36,3.56,5.5600000000000005,0.788
0.04,0.04,3.28,5.279999999999999,0.113
1.52,1.52,3.72,5.720000000000001,0.711
0.6,0.6,3.88,5.88,0.455
3.88,3.88,3.04,5.04,0.855
3.64,3.64,3.6,5.6,0.844
0.6,0.6,3.68,5.68,0.456
3.36,3.36,3.4,5.4,0.848
2.56,2.56,3.76,5.76,0.798
1.04,1.04,3.12,5.12,0.669
0.28,0.28,3.48,5.48,0.262
3.68,3.68,3.8,5.8,0.843
3.88,3.88,4.0,6.0,0.822
1.88,1.88,3.92,5.92,0.736
1.44,1.44,3.52,5.52,0.7
1.08,1.08,3.32,5.32,0.636
2.2,2.2,3.16,5.16,0.804
2.76,2.76,3.96,5.96,0.808
3.16,3.16,3.2,5.2,0.839
0.64,0.64,3.88,5.88,0.446
2.2,2.2,3.36,5.359999999999999,0.793
2.4,2.4,3.56,5.5600000000000005,0.809
3.68,3.68,3.6,5.6,0.845
3.92,3.92,3.04,5.04,0.858
1.56,1.56,3.72,5.720000000000001,0.696
2.6,2.6,3.76,5.76,0.768
0.08,0.08,3.28,5.279999999999999,0.157
3.72,3.72,3.8,5.8,0.852
0.64,0.64,3.68,5.68,0.477
3.4,3.4,3.4,5.4,0.831
0.32,0.32,3.48,5.48,0.281
1.08,1.08,3.12,5.12,0.658
3.2,3.2,3.2,5.2,0.852
1.92,1.92,3.92,5.92,0.76
3.92,3.92,4.0,6.0,0.834
1.48,1.48,3.52,5.52,0.732
1.12,1.12,3.32,5.32,0.644
2.24,2.24,3.16,5.16,0.802
2.24,2.24,3.36,5.359999999999999,0.812
0.68,0.68,3.88,5.88,0.484
2.8,2.8,3.96,5.96,0.783
0.12,0.12,3.28,5.279999999999999,0.172
2.64,2.64,3.76,5.76,0.818
3.96,3.96,3.04,5.04,0.855
2.44,2.44,3.56,5.5600000000000005,0.804
3.76,3.76,3.8,5.8,0.823
0.68,0.68,3.68,5.68,0.477
1.6,1.6,3.72,5.720000000000001,0.747
3.72,3.72,3.6,5.6,0.824
1.12,1.12,3.12,5.12,0.695
3.24,3.24,3.2,5.2,0.835
3.44,3.44,3.4,5.4,0.832
0.36,0.36,3.48,5.48,0.321
1.96,1.96,3.92,5.92,0.747
3.96,3.96,4.0,6.0,0.854
2.28,2.28,3.16,5.16,0.8
2.28,2.28,3.36,5.359999999999999,0.783
0.72,0.72,3.88,5.88,0.517
1.52,1.52,3.52,5.52,0.718
1.16,1.16,3.32,5.32,0.642
2.84,2.84,3.96,5.96,0.793
3.8,3.8,3.8,5.8,0.825
2.68,2.68,3.76,5.76,0.814
0.16,0.16,3.28,5.279999999999999,0.213
2.48,2.48,3.56,5.5600000000000005,0.787
3.76,3.76,3.6,5.6,0.857
4.0,4.0,3.04,5.04,0.852
0.72,0.72,3.68,5.68,0.481
3.48,3.48,3.4,5.4,0.844
3.28,3.28,3.2,5.2,0.828
0.4,0.4,3.48,5.48,0.331
1.16,1.16,3.12,5.12,0.665
1.64,1.64,3.72,5.720000000000001,0.731
4.0,4.0,4.0,6.0,0.834
2.32,2.32,3.16,5.16,0.797
2.0,2.0,3.92,5.92,0.768
2.32,2.32,3.36,5.359999999999999,0.803
1.56,1.56,3.52,5.52,0.696
0.76,0.76,3.88,5.88,0.49
3.8,3.8,3.6,5.6,0.845
0.76,0.76,3.68,5.68,0.495
2.88,2.88,3.96,5.96,0.813
1.2,1.2,3.32,5.32,0.669
3.52,3.52,3.4,5.4,0.832
3.84,3.84,3.8,5.8,0.857
2.52,2.52,3.56,5.5600000000000005,0.809
2.72,2.72,3.76,5.76,0.838
3.32,3.32,3.2,5.2,0.84
0.44,0.44,3.48,5.48,0.378
0.2,0.2,3.28,5.279999999999999,0.238
0.0,0.0,3.08,5.08,0.09
2.36,2.36,3.16,5.16,0.801
2.04,2.04,3.92,5.92,0.742
3.84,3.84,3.6,5.6,0.858
1.6,1.6,3.52,5.52,0.719
1.68,1.68,3.72,5.720000000000001,0.716
1.2,1.2,3.12,5.12,0.708
2.92,2.92,3.96,5.96,0.834
0.8,0.8,3.88,5.88,0.519
2.36,2.36,3.36,5.359999999999999,0.802
0.8,0.8,3.68,5.68,0.533
3.56,3.56,3.4,5.4,0.84
1.24,1.24,3.32,5.32,0.671
2.56,2.56,3.56,5.5600000000000005,0.785
3.88,3.88,3.8,5.8,0.861
3.36,3.36,3.2,5.2,0.858
2.76,2.76,3.76,5.76,0.796
0.24,0.24,3.28,5.279999999999999,0.257
2.4,2.4,3.16,5.16,0.807
0.48,0.48,3.48,5.48,0.405
3.88,3.88,3.6,5.6,0.847
2.08,2.08,3.92,5.92,0.782
0.04,0.04,3.08,5.08,0.117
1.64,1.64,3.52,5.52,0.724
3.6,3.6,3.4,5.4,0.832
1.72,1.72,3.72,5.720000000000001,0.74
2.96,2.96,3.96,5.96,0.808
1.24,1.24,3.12,5.12,0.676
3.4,3.4,3.2,5.2,0.819
0.84,0.84,3.68,5.68,0.546
0.84,0.84,3.88,5.88,0.563
2.6,2.6,3.56,5.5600000000000005,0.804
3.92,3.92,3.8,5.8,0.843
1.28,1.28,3.32,5.32,0.697
2.4,2.4,3.36,5.359999999999999,0.789
2.8,2.8,3.76,5.76,0.828
3.92,3.92,3.6,5.6,0.838
0.28,0.28,3.28,5.279999999999999,0.302
2.44,2.44,3.16,5.16,0.814
0.08,0.08,3.08,5.08,0.166
2.12,2.12,3.92,5.92,0.781
0.52,0.52,3.48,5.48,0.431
3.64,3.64,3.4,5.4,0.848
1.28,1.28,3.12,5.12,0.711
3.44,3.44,3.2,5.2,0.851
0.88,0.88,3.88,5.88,0.561
3.0,3.0,3.96,5.96,0.809
1.68,1.68,3.52,5.52,0.764
1.76,1.76,3.72,5.720000000000001,0.74
1.32,1.32,3.32,5.32,0.674
0.88,0.88,3.68,5.68,0.545
2.64,2.64,3.56,5.5600000000000005,0.792
3.96,3.96,3.6,5.6,0.852
3.96,3.96,3.8,5.8,0.849
2.84,2.84,3.76,5.76,0.834
0.12,0.12,3.08,5.08,0.146
2.44,2.44,3.36,5.359999999999999,0.793
2.48,2.48,3.16,5.16,0.823
3.68,3.68,3.4,5.4,0.849
0.32,0.32,3.28,5.279999999999999,0.317
2.16,2.16,3.92,5.92,0.764
0.56,0.56,3.48,5.48,0.456
3.48,3.48,3.2,5.2,0.845
1.32,1.32,3.12,5.12,0.697
0.92,0.92,3.88,5.88,0.594
3.04,3.04,3.96,5.96,0.799
1.72,1.72,3.52,5.52,0.753
4.0,4.0,3.6,5.6,0.854
3.72,3.72,3.4,5.4,0.818
1.8,1.8,3.72,5.720000000000001,0.73
1.36,1.36,3.32,5.32,0.711
2.68,2.68,3.56,5.5600000000000005,0.808
0.92,0.92,3.68,5.68,0.571
2.88,2.88,3.76,5.76,0.793
2.48,2.48,3.36,5.359999999999999,0.821
4.0,4.0,3.8,5.8,0.837
0.16,0.16,3.08,5.08,0.202
2.2,2.2,3.92,5.92,0.768
2.52,2.52,3.16,5.16,0.81
0.36,0.36,3.28,5.279999999999999,0.332
3.52,3.52,3.2,5.2,0.843
1.36,1.36,3.12,5.12,0.688
0.6,0.6,3.48,5.48,0.467
1.76,1.76,3.52,5.52,0.735
0.96,0.96,3.88,5.88,0.574
3.08,3.08,3.96,5.96,0.818
1.4,1.4,3.32,5.32,0.727
2.52,2.52,3.36,5.359999999999999,0.786
3.76,3.76,3.4,5.4,0.852
0.96,0.96,3.68,5.68,0.563
1.84,1.84,3.72,5.720000000000001,0.751
0.0,0.0,3.64,5.640000000000001,0.096
2.92,2.92,3.76,5.76,0.807
2.72,2.72,3.56,5.5600000000000005,0.801
0.0,0.0,3.84,5.84,0.106
2.56,2.56,3.16,5.16,0.835
0.2,0.2,3.08,5.08,0.219
2.24,2.24,3.92,5.92,0.761
0.4,0.4,3.28,5.279999999999999,0.329
1.4,1.4,3.12,5.12,0.73
3.56,3.56,3.2,5.2,0.848
0.64,0.64,3.48,5.48,0.519
1.8,1.8,3.52,5.52,0.749
1.0,1.0,3.88,5.88,0.582
3.12,3.12,3.96,5.96,0.825
1.0,1.0,3.68,5.68,0.585
3.8,3.8,3.4,5.4,0.845
0.04,0.04,3.64,5.640000000000001,0.13
2.56,2.56,3.36,5.359999999999999,0.799
2.6,2.6,3.16,5.16,0.823
1.88,1.88,3.72,5.720000000000001,0.756
2.96,2.96,3.76,5.76,0.806
0.04,0.04,3.84,5.84,0.14
2.76,2.76,3.56,5.5600000000000005,0.813
1.44,1.44,3.32,5.32,0.74
0.44,0.44,3.28,5.279999999999999,0.403
0.24,0.24,3.08,5.08,0.268
1.44,1.44,3.12,5.12,0.73
2.28,2.28,3.92,5.92,0.78
1.04,1.04,3.68,5.68,0.596
1.04,1.04,3.88,5.88,0.611
3.6,3.6,3.2,5.2,0.857
0.68,0.68,3.48,5.48,0.49
3.16,3.16,3.96,5.96,0.808
1.84,1.84,3.52,5.52,0.752
3.84,3.84,3.4,5.4,0.845
2.64,2.64,3.16,5.16,0.815
0.08,0.08,3.64,5.640000000000001,0.156
1.92,1.92,3.72,5.720000000000001,0.764
3.0,3.0,3.76,5.76,0.819
2.6,2.6,3.36,5.359999999999999,0.812
0.48,0.48,3.28,5.279999999999999,0.396
0.08,0.08,3.84,5.84,0.124
2.8,2.8,3.56,5.5600000000000005,0.828
1.48,1.48,3.12,5.12,0.755
1.48,1.48,3.32,5.32,0.715
2.32,2.32,3.92,5.92,0.794
1.08,1.08,3.88,5.88,0.594
1.08,1.08,3.68,5.68,0.607
2.68,2.68,3.16,5.16,0.803
0.72,0.72,3.48,5.48,0.526
0.28,0.28,3.08,5.08,0.277
3.64,3.64,3.2,5.2,0.861
0.12,0.12,3.64,5.640000000000001,0.158
3.88,3.88,3.4,5.4,0.854
1.88,1.88,3.52,5.52,0.741
2.64,2.64,3.36,5.359999999999999,0.808
1.96,1.96,3.72,5.720000000000001,0.747
3.2,3.2,3.96,5.96,0.835
3.04,3.04,3.76,5.76,0.837
2.84,2.84,3.56,5.5600000000000005,0.809
0.52,0.52,3.28,5.279999999999999,0.416
1.52,1.52,3.12,5.12,0.742
0.12,0.12,3.84,5.84,0.155
1.52,1.52,3.32,5.32,0.722
1.12,1.12,3.88,5.88,0.608
2.36,2.36,3.92,5.92,0.796
2.72,2.72,3.16,5.16,0.825
3.68,3.68,3.2,5.2,0.857
