,opt,sigh,success_rate
2128,40,1.26,0.417
2129,40,1.27,0.437
2130,40,1.28,0.447
2131,40,1.29,0.43
2132,40,1.3,0.435
2133,40,1.31,0.431
2134,40,1.32,0.469
2135,40,1.33,0.444
2136,40,1.34,0.444
2137,40,1.35,0.475
2138,40,1.36,0.423
2139,40,1.37,0.436
2140,40,1.3800000000000001,0.439
2141,40,1.3900000000000001,0.417
2142,40,1.4000000000000001,0.436
2143,40,1.41,0.447
2144,40,1.42,0.426
2145,40,1.43,0.429
2146,40,1.44,0.427
2147,40,1.45,0.453
2148,40,1.46,0.431
2149,40,1.47,0.44
2150,40,1.48,0.381
2151,40,1.49,0.416
2152,40,1.5,0.376
2153,40,1.51,0.419
2154,40,1.52,0.398
2155,40,1.53,0.411
2156,40,1.54,0.423
2157,40,1.55,0.394
2158,40,1.56,0.419
2159,40,1.57,0.418
2160,40,1.58,0.411
2161,40,1.59,0.406
2162,40,1.6,0.423
2163,40,1.61,0.406
2164,40,1.62,0.407
2165,40,1.6300000000000001,0.415
2166,40,1.6400000000000001,0.388
2167,40,1.6500000000000001,0.407
2168,40,1.6600000000000001,0.38
2169,40,1.67,0.428
2170,40,1.68,0.415
2171,40,1.69,0.413
2172,40,1.7,0.377
2173,40,1.71,0.427
2174,40,1.72,0.402
2175,40,1.73,0.369
2176,40,1.74,0.375
2177,40,1.75,0.409
2178,40,1.76,0.402
2179,40,1.77,0.385
2180,40,1.78,0.387
2181,40,1.79,0.406
2182,40,1.8,0.395
2183,40,1.81,0.37
2184,40,1.82,0.405
2185,40,1.83,0.378
2186,40,1.84,0.363
2187,40,1.85,0.382
2188,40,1.86,0.382
2189,40,1.87,0.39
2190,40,1.8800000000000001,0.393
2191,40,1.8900000000000001,0.384
2192,40,1.9000000000000001,0.377
2193,40,1.9100000000000001,0.381
2194,40,1.92,0.426
2195,40,1.93,0.381
2196,40,1.94,0.395
2197,40,1.95,0.395
2198,40,1.96,0.39
2199,40,1.97,0.393
2200,40,1.98,0.376
2201,40,1.99,0.393
2202,40,2.0,0.394
2203,40,2.0100000000000002,0.39
2204,40,2.02,0.391
2205,40,2.0300000000000002,0.372
2206,40,2.04,0.369
2207,40,2.05,0.396
2208,40,2.06,0.367
2209,40,2.07,0.405
2210,40,2.08,0.395
2211,40,2.09,0.422
2212,40,2.1,0.372
