mux,muh,success_rate
1.6,-2.56,0.106
-0.08,-2.8,0.199
-3.84,-3.52,0.846
2.32,-2.32,0.101
3.92,-2.08,0.093
-1.2,-3.04,0.537
-2.48,-3.28,0.805
-0.64,-2.16,0.668
-2.08,-3.92,0.522
-3.44,-2.88,0.859
1.68,-2.56,0.121
3.36,-3.84,0.098
-1.2,-2.4,0.77
-0.32,-3.68,0.135
-2.72,-2.64,0.87
1.12,-3.44,0.095
2.88,-3.2,0.107
4.0,-2.08,0.089
0.0,-2.8,0.172
-3.76,-3.52,0.817
2.4,-2.32,0.095
-3.36,-2.88,0.859
-1.12,-3.04,0.487
-2.0,-3.92,0.492
-2.4,-3.28,0.806
1.76,-2.56,0.095
-0.56,-2.16,0.648
-1.12,-2.4,0.734
3.44,-3.84,0.105
-0.24,-3.68,0.127
-2.64,-2.64,0.849
1.2,-3.44,0.104
2.48,-2.32,0.104
2.96,-3.2,0.09
-4.0,-2.0,0.851
-3.68,-3.52,0.842
0.08,-2.8,0.173
-1.92,-3.92,0.455
-3.28,-2.88,0.853
-1.04,-3.04,0.44
1.84,-2.56,0.101
-2.32,-3.28,0.792
-0.48,-2.16,0.602
-1.04,-2.4,0.72
-0.16,-3.68,0.104
2.56,-2.32,0.097
3.52,-3.84,0.091
-3.6,-3.52,0.846
-2.56,-2.64,0.842
-3.92,-2.0,0.876
1.28,-3.44,0.097
3.04,-3.2,0.112
0.16,-2.8,0.171
-3.2,-2.88,0.854
-0.08,-3.68,0.12
-1.84,-3.92,0.425
2.64,-2.32,0.105
-0.96,-3.04,0.409
-2.24,-3.28,0.769
1.92,-2.56,0.098
-0.96,-2.4,0.693
-0.4,-2.16,0.572
-2.48,-2.64,0.848
3.6,-3.84,0.092
-3.52,-3.52,0.843
-3.84,-2.0,0.868
1.36,-3.44,0.09
0.0,-3.68,0.13
3.12,-3.2,0.093
0.24,-2.8,0.159
-3.12,-2.88,0.828
-2.4,-2.64,0.851
-1.76,-3.92,0.369
2.72,-2.32,0.101
-0.88,-3.04,0.377
-2.16,-3.28,0.769
2.0,-2.56,0.095
-0.88,-2.4,0.669
-0.32,-2.16,0.531
3.68,-3.84,0.086
-3.44,-3.52,0.839
0.08,-3.68,0.116
-3.76,-2.0,0.845
-2.32,-2.64,0.832
-1.68,-3.92,0.383
1.44,-3.44,0.093
3.2,-3.2,0.111
-3.04,-2.88,0.862
0.32,-2.8,0.152
0.16,-3.68,0.115
2.8,-2.32,0.091
-2.08,-3.28,0.748
-0.8,-3.04,0.334
2.08,-2.56,0.122
-2.24,-2.64,0.824
-0.8,-2.4,0.624
-1.6,-3.92,0.319
-3.36,-3.52,0.832
-0.24,-2.16,0.484
3.76,-3.84,0.112
-3.68,-2.0,0.844
1.52,-3.44,0.096
3.28,-3.2,0.093
0.24,-3.68,0.115
-2.96,-2.88,0.841
0.4,-2.8,0.138
-1.52,-3.92,0.284
2.88,-2.32,0.102
-2.16,-2.64,0.839
-2.0,-3.28,0.751
-0.72,-3.04,0.318
2.16,-2.56,0.096
-3.6,-2.0,0.878
-0.72,-2.4,0.574
-3.28,-3.52,0.856
-0.16,-2.16,0.451
3.84,-3.84,0.092
0.32,-3.68,0.103
-1.44,-3.92,0.245
1.6,-3.44,0.096
3.36,-3.2,0.113
-2.88,-2.88,0.858
0.48,-2.8,0.123
0.4,-3.68,0.105
2.96,-2.32,0.114
-2.08,-2.64,0.814
-3.2,-3.52,0.829
-1.92,-3.28,0.684
-3.52,-2.0,0.839
-0.64,-3.04,0.27
2.24,-2.56,0.105
-0.64,-2.4,0.552
-1.36,-3.92,0.22
-0.08,-2.16,0.443
3.92,-3.84,0.104
1.68,-3.44,0.11
0.48,-3.68,0.101
3.44,-3.2,0.099
-2.8,-2.88,0.826
-3.12,-3.52,0.816
0.56,-2.8,0.128
-1.28,-3.92,0.222
-2.0,-2.64,0.798
3.04,-2.32,0.11
-3.44,-2.0,0.862
-1.84,-3.28,0.694
-0.56,-3.04,0.23
2.32,-2.56,0.102
-0.56,-2.4,0.551
0.0,-2.16,0.393
0.56,-3.68,0.107
4.0,-3.84,0.104
-3.04,-3.52,0.829
-1.2,-3.92,0.21
1.76,-3.44,0.111
3.52,-3.2,0.099
-2.72,-2.88,0.852
0.64,-2.8,0.133
-1.92,-2.64,0.828
0.64,-3.68,0.109
-3.36,-2.0,0.872
3.12,-2.32,0.093
-2.96,-3.52,0.818
-0.48,-3.04,0.23
-1.76,-3.28,0.685
-0.48,-2.4,0.473
2.4,-2.56,0.111
-4.0,-3.76,0.849
-1.12,-3.92,0.196
0.08,-2.16,0.342
1.84,-3.44,0.101
-2.64,-2.88,0.835
0.72,-3.68,0.106
3.6,-3.2,0.094
-2.88,-3.52,0.832
0.72,-2.8,0.143
-3.28,-2.0,0.847
-1.84,-2.64,0.818
-1.04,-3.92,0.166
3.2,-2.32,0.092
-0.4,-3.04,0.226
-3.92,-3.76,0.846
-0.4,-2.4,0.444
2.48,-2.56,0.108
-1.68,-3.28,0.628
0.16,-2.16,0.328
0.8,-3.68,0.114
-2.8,-3.52,0.803
-2.56,-2.88,0.839
1.92,-3.44,0.12
-0.96,-3.92,0.193
3.68,-3.2,0.091
-3.2,-2.0,0.87
0.8,-2.8,0.132
-1.76,-2.64,0.794
0.88,-3.68,0.106
-2.72,-3.52,0.798
3.28,-2.32,0.104
-3.84,-3.76,0.855
-0.32,-3.04,0.197
-0.32,-2.4,0.428
2.56,-2.56,0.113
-1.6,-3.28,0.592
0.24,-2.16,0.286
-0.88,-3.92,0.147
-2.48,-2.88,0.818
2.0,-3.44,0.096
-2.64,-3.52,0.801
0.96,-3.68,0.103
3.76,-3.2,0.1
-3.12,-2.0,0.859
-1.68,-2.64,0.779
0.88,-2.8,0.118
3.36,-2.32,0.112
-3.76,-3.76,0.853
2.64,-2.56,0.106
-0.24,-3.04,0.21
-0.24,-2.4,0.363
-1.52,-3.28,0.566
-0.8,-3.92,0.147
0.32,-2.16,0.277
-2.56,-3.52,0.79
1.04,-3.68,0.094
-2.4,-2.88,0.838
2.08,-3.44,0.088
3.84,-3.2,0.116
-3.04,-2.0,0.851
3.44,-2.32,0.101
-1.6,-2.64,0.811
0.96,-2.8,0.1
2.72,-2.56,0.108
-3.68,-3.76,0.849
-0.16,-2.4,0.342
-0.16,-3.04,0.159
-1.44,-3.28,0.535
-0.72,-3.92,0.155
0.4,-2.16,0.238
-2.48,-3.52,0.768
3.52,-2.32,0.101
1.12,-3.68,0.106
3.92,-3.2,0.083
-2.32,-2.88,0.824
2.16,-3.44,0.087
-2.96,-2.0,0.852
-3.6,-3.76,0.849
-1.52,-2.64,0.769
1.04,-2.8,0.121
2.8,-2.56,0.102
3.6,-2.32,0.107
-0.08,-2.4,0.288
-0.08,-3.04,0.16
2.24,-3.44,0.113
-0.64,-3.92,0.125
-1.36,-3.28,0.511
0.48,-2.16,0.205
-2.4,-3.52,0.758
1.2,-3.68,0.094
-2.24,-2.88,0.828
4.0,-3.2,0.112
-3.52,-3.76,0.834
-2.88,-2.0,0.857
3.68,-2.32,0.09
-1.44,-2.64,0.765
2.32,-3.44,0.094
1.12,-2.8,0.103
2.88,-2.56,0.1
0.56,-2.16,0.183
0.0,-2.4,0.273
0.0,-3.04,0.171
-2.8,-2.0,0.84
-0.56,-3.92,0.119
-2.32,-3.52,0.76
-3.44,-3.76,0.836
-1.28,-3.28,0.457
-4.0,-3.12,0.866
-2.16,-2.88,0.807
1.28,-3.68,0.099
2.4,-3.44,0.105
3.76,-2.32,0.112
0.64,-2.16,0.183
-1.36,-2.64,0.722
-2.72,-2.0,0.868
1.2,-2.8,0.09
2.96,-2.56,0.071
0.08,-2.4,0.269
0.08,-3.04,0.144
2.48,-3.44,0.108
-3.36,-3.76,0.843
-0.48,-3.92,0.122
-2.24,-3.52,0.742
-3.92,-3.12,0.868
-1.2,-3.28,0.377
-2.08,-2.88,0.828
1.36,-3.68,0.104
-2.64,-2.0,0.864
0.72,-2.16,0.186
3.84,-2.32,0.093
-1.28,-2.64,0.706
1.28,-2.8,0.113
2.56,-3.44,0.083
3.04,-2.56,0.125
0.16,-2.4,0.239
-2.0,-2.88,0.786
-2.56,-2.0,0.869
0.16,-3.04,0.165
-3.28,-3.76,0.856
-3.84,-3.12,0.845
-2.16,-3.52,0.706
-0.4,-3.92,0.115
-1.12,-3.28,0.351
1.44,-3.68,0.106
0.8,-2.16,0.175
3.92,-2.32,0.109
-2.48,-2.0,0.84
-1.2,-2.0,0.782
-1.2,-2.64,0.704
1.36,-2.8,0.102
2.64,-3.44,0.113
0.24,-2.4,0.184
3.12,-2.56,0.111
-3.76,-3.12,0.847
0.24,-3.04,0.138
-3.2,-3.76,0.836
-2.08,-3.52,0.685
-0.32,-3.92,0.124
-1.04,-3.28,0.322
-2.4,-2.0,0.863
1.52,-3.68,0.117
4.0,-2.32,0.093
-1.12,-2.0,0.814
0.88,-2.16,0.141
-1.12,-2.64,0.684
3.2,-2.56,0.102
1.44,-2.8,0.1
2.72,-3.44,0.097
0.32,-2.4,0.224
-3.68,-3.12,0.848
0.32,-3.04,0.152
-3.12,-3.76,0.843
-2.32,-2.0,0.852
-2.0,-3.52,0.658
-0.24,-3.92,0.11
-0.96,-3.28,0.29
-4.0,-2.24,0.852
1.6,-3.68,0.098
-1.04,-2.64,0.635
-1.04,-2.0,0.779
3.28,-2.56,0.106
0.96,-2.16,0.152
-3.6,-3.12,0.851
1.52,-2.8,0.105
2.8,-3.44,0.088
0.4,-2.4,0.185
-0.16,-3.92,0.133
-3.92,-2.24,0.856
-2.24,-2.0,0.832
-3.04,-3.76,0.8
-1.92,-3.52,0.658
0.4,-3.04,0.12
3.36,-2.56,0.114
1.68,-3.68,0.091
-0.88,-3.28,0.281
-0.96,-2.64,0.599
-0.96,-2.0,0.789
1.04,-2.16,0.119
-3.84,-2.24,0.866
-3.52,-3.12,0.864
-0.08,-3.92,0.106
1.6,-2.8,0.101
2.88,-3.44,0.094
0.48,-2.4,0.194
3.44,-2.56,0.088
-2.16,-2.0,0.848
-2.96,-3.76,0.811
-1.84,-3.52,0.614
0.48,-3.04,0.13
1.76,-3.68,0.087
-0.8,-3.28,0.268
-0.88,-2.64,0.571
-0.88,-2.0,0.767
-3.76,-2.24,0.858
0.0,-3.92,0.113
1.12,-2.16,0.137
3.52,-2.56,0.114
-3.44,-3.12,0.852
1.68,-2.8,0.086
2.96,-3.44,0.118
0.56,-2.4,0.173
-2.08,-2.0,0.839
-2.88,-3.76,0.769
-1.76,-3.52,0.565
0.56,-3.04,0.117
0.08,-3.92,0.108
1.84,-3.68,0.085
-0.72,-3.28,0.224
-3.68,-2.24,0.851
-0.8,-2.64,0.527
-0.8,-2.0,0.764
3.6,-2.56,0.105
1.2,-2.16,0.129
-3.36,-3.12,0.85
0.64,-3.04,0.12
0.16,-3.92,0.119
3.04,-3.44,0.1
1.76,-2.8,0.107
-2.0,-2.0,0.865
0.64,-2.4,0.167
-3.6,-2.24,0.872
-2.8,-3.76,0.786
-1.68,-3.52,0.504
1.92,-3.68,0.094
-0.64,-3.28,0.234
-0.72,-2.64,0.477
-0.72,-2.0,0.751
3.68,-2.56,0.102
1.28,-2.16,0.109
0.72,-3.04,0.104
-3.52,-2.24,0.852
3.52,-1.92,0.083
0.24,-3.92,0.108
3.12,-3.44,0.099
-1.92,-2.0,0.838
1.84,-2.8,0.118
0.72,-2.4,0.149
-2.72,-3.76,0.779
3.76,-2.56,0.097
-1.6,-3.52,0.484
2.0,-3.68,0.087
-3.44,-2.24,0.845
-0.56,-3.28,0.184
-0.64,-2.0,0.715
-0.64,-2.64,0.459
0.8,-3.04,0.123
1.36,-2.16,0.113
3.6,-1.92,0.109
0.32,-3.92,0.106
3.84,-2.56,0.102
-1.84,-2.0,0.832
-3.36,-2.24,0.838
3.2,-3.44,0.108
1.92,-2.8,0.116
-3.2,-1.6,0.863
0.16,-1.76,0.49
-1.52,-3.52,0.446
-1.84,-1.36,0.845
1.52,-1.52,0.146
-0.48,-3.28,0.192
-0.56,-2.0,0.694
0.88,-3.04,0.096
3.92,-2.56,0.108
3.68,-1.92,0.094
1.44,-2.16,0.127
0.4,-3.92,0.116
-1.76,-1.36,0.851
-3.28,-2.24,0.862
-1.76,-2.0,0.846
-3.12,-1.6,0.858
3.28,-3.44,0.102
2.0,-2.8,0.101
0.24,-1.76,0.413
-1.44,-3.52,0.408
4.0,-2.56,0.113
3.76,-1.92,0.112
1.6,-1.52,0.145
-0.4,-3.28,0.171
-0.48,-2.0,0.679
0.96,-3.04,0.105
-1.68,-1.36,0.858
1.52,-2.16,0.133
-4.0,-2.48,0.861
-3.2,-2.24,0.865
0.48,-3.92,0.101
-1.68,-2.0,0.849
-3.04,-1.6,0.882
3.84,-1.92,0.081
3.36,-3.44,0.124
2.08,-2.8,0.094
0.32,-1.76,0.384
-1.36,-3.52,0.381
-1.6,-1.36,0.866
1.68,-1.52,0.155
-0.32,-3.28,0.176
-0.4,-2.0,0.629
2.88,-1.28,0.115
1.04,-3.04,0.11
3.92,-1.92,0.116
-3.12,-2.24,0.871
1.6,-2.16,0.114
-2.96,-1.6,0.865
-1.6,-2.0,0.843
0.56,-3.92,0.105
-0.48,-1.12,0.817
0.4,-1.76,0.373
2.16,-2.8,0.106
-3.84,-0.96,0.832
2.96,-1.28,0.103
-1.52,-1.36,0.845
4.0,-1.92,0.1
1.76,-1.52,0.147
-0.24,-3.28,0.142
-0.32,-2.0,0.594
1.12,-3.04,0.105
0.48,-1.76,0.347
2.24,-2.8,0.108
-3.04,-2.24,0.858
-2.88,-1.6,0.852
3.04,-1.28,0.096
1.68,-2.16,0.117
-1.52,-2.0,0.816
0.64,-3.92,0.109
-4.0,-1.84,0.851
-0.4,-1.12,0.803
-3.76,-0.96,0.832
-1.44,-1.36,0.855
0.56,-1.76,0.328
2.32,-2.8,0.091
-0.24,-2.0,0.555
1.84,-1.52,0.146
-0.16,-3.28,0.142
3.12,-1.28,0.106
1.2,-3.04,0.095
-3.92,-1.84,0.855
-2.96,-2.24,0.854
-2.8,-1.6,0.863
-1.44,-2.0,0.835
1.76,-2.16,0.097
0.88,-0.88,0.562
-3.68,-0.96,0.831
-0.32,-1.12,0.808
3.2,-1.28,0.114
-1.36,-1.36,0.834
2.4,-2.8,0.099
0.64,-1.76,0.279
1.28,-3.04,0.088
-0.16,-2.0,0.494
-3.84,-1.84,0.855
-0.08,-3.28,0.147
1.92,-1.52,0.121
-2.88,-2.24,0.865
-2.72,-1.6,0.851
-1.36,-2.0,0.825
3.28,-1.28,0.102
-3.6,-0.96,0.826
2.48,-2.8,0.11
1.84,-2.16,0.108
0.96,-0.88,0.518
-0.24,-1.12,0.807
1.36,-3.04,0.099
-1.28,-1.36,0.856
0.72,-1.76,0.249
-0.08,-2.0,0.494
-3.76,-1.84,0.853
0.0,-3.28,0.157
2.0,-1.52,0.122
3.36,-1.28,0.103
-2.48,-0.72,0.864
-2.8,-2.24,0.859
-2.64,-1.6,0.857
2.56,-2.8,0.104
-3.52,-0.96,0.838
-1.28,-2.0,0.803
1.92,-2.16,0.111
1.04,-0.88,0.506
-0.16,-1.12,0.778
0.0,-2.0,0.431
-1.2,-1.36,0.845
-2.4,-0.72,0.854
0.8,-1.76,0.239
-3.68,-1.84,0.848
2.64,-2.8,0.121
3.44,-1.28,0.108
2.24,-0.64,0.157
2.08,-1.52,0.138
-2.72,-2.24,0.85
-2.56,-1.6,0.838
-3.44,-0.96,0.851
0.08,-2.0,0.425
-1.12,-0.48,0.843
-2.32,-0.72,0.872
-0.08,-1.12,0.768
1.12,-0.88,0.475
2.0,-2.16,0.106
-1.12,-1.36,0.863
2.72,-2.8,0.103
-3.6,-1.84,0.838
0.88,-1.76,0.225
0.16,-2.0,0.36
3.52,-1.28,0.11
-2.24,-0.72,0.864
-2.64,-2.24,0.876
-2.48,-1.6,0.849
2.32,-0.64,0.169
2.16,-1.52,0.128
-3.36,-0.96,0.836
-1.04,-0.48,0.865
0.0,-1.12,0.771
1.2,-0.88,0.399
2.08,-2.16,0.1
0.24,-2.0,0.336
-1.04,-1.36,0.832
-2.16,-0.72,0.872
-3.52,-1.84,0.842
3.6,-0.4,0.102
0.96,-1.76,0.22
-2.4,-1.6,0.853
3.6,-1.28,0.095
0.24,-0.24,0.831
-3.28,-0.96,0.836
2.4,-0.64,0.138
2.24,-1.52,0.124
-0.96,-0.48,0.835
0.32,-2.0,0.314
-2.08,-0.72,0.852
-3.12,-0.08,0.848
0.08,-1.12,0.734
-0.96,-1.36,0.81
1.28,-0.88,0.403
-3.44,-1.84,0.874
3.68,-0.4,0.101
1.04,-1.76,0.189
0.4,-2.0,0.303
-3.2,-0.96,0.851
-2.32,-1.6,0.866
0.32,-0.24,0.822
3.68,-1.28,0.098
2.48,-0.64,0.161
-0.88,-1.36,0.847
-0.88,-0.48,0.857
2.32,-1.52,0.122
-3.04,-0.08,0.819
-2.0,-0.72,0.858
0.16,-1.12,0.745
1.36,-0.88,0.343
-3.36,-1.84,0.858
0.48,-2.0,0.255
1.12,-1.76,0.161
3.76,-0.4,0.111
-0.8,-1.36,0.841
-3.12,-0.96,0.861
-2.24,-1.6,0.844
0.4,-0.24,0.811
3.76,-1.28,0.085
-2.96,-0.08,0.854
2.56,-0.64,0.138
-0.8,-0.48,0.853
2.4,-1.52,0.105
-1.92,-0.72,0.871
0.56,-2.0,0.228
1.2,-1.76,0.177
-0.72,-1.36,0.814
0.24,-1.12,0.699
-3.28,-1.84,0.859
1.44,-0.88,0.298
-3.04,-0.96,0.858
3.84,-0.4,0.099
-2.16,-1.6,0.873
0.64,-2.0,0.243
0.48,-0.24,0.817
1.28,-1.76,0.155
-2.88,-0.08,0.842
3.84,-1.28,0.098
-0.72,-0.48,0.857
-0.64,-1.36,0.826
2.64,-0.64,0.126
-1.84,-0.72,0.865
2.48,-1.52,0.123
-3.2,-1.84,0.857
0.32,-1.12,0.71
1.52,-0.88,0.283
0.72,-2.0,0.199
-2.96,-0.96,0.849
1.36,-1.76,0.152
-0.56,-1.36,0.791
-2.08,-1.6,0.862
3.92,-0.4,0.113
-2.8,-0.08,0.84
0.56,-0.24,0.833
-0.64,-0.48,0.846
3.92,-1.28,0.106
2.72,-0.64,0.146
-1.76,-0.72,0.839
0.8,-2.0,0.182
-3.12,-1.84,0.86
2.56,-1.52,0.111
-0.48,-1.36,0.803
0.4,-1.12,0.651
1.44,-1.76,0.145
1.6,-0.88,0.275
-2.88,-0.96,0.847
-2.0,-1.6,0.849
2.8,-0.64,0.137
4.0,-0.4,0.115
-2.72,-0.08,0.835
0.64,-0.24,0.799
0.88,-2.0,0.162
-0.56,-0.48,0.849
-1.68,-0.72,0.872
4.0,-1.28,0.108
-3.04,-1.84,0.856
-0.4,-1.36,0.786
2.64,-1.52,0.108
0.48,-1.12,0.65
2.88,-0.64,0.113
-2.8,-0.96,0.865
1.52,-1.76,0.136
1.68,-0.88,0.215
0.96,-2.0,0.16
-1.92,-1.6,0.848
-4.0,-0.32,0.713
-2.64,-0.08,0.844
0.72,-0.24,0.764
-0.48,-0.48,0.85
-4.0,-1.2,0.829
-1.6,-0.72,0.859
2.96,-0.64,0.111
-2.96,-1.84,0.856
-0.32,-1.36,0.778
1.04,-2.0,0.166
2.72,-1.52,0.104
-2.72,-0.96,0.835
0.56,-1.12,0.61
-3.92,-0.32,0.733
-1.84,-1.6,0.844
1.6,-1.76,0.139
1.76,-0.88,0.239
-2.56,-0.08,0.842
0.8,-0.24,0.794
-0.4,-0.48,0.837
-3.92,-1.2,0.84
-1.52,-0.72,0.859
1.12,-2.0,0.131
-3.84,-0.32,0.776
-1.76,-1.6,0.854
-2.88,-1.84,0.841
3.04,-0.64,0.105
-0.24,-1.36,0.773
-2.64,-0.96,0.852
2.8,-1.52,0.106
0.64,-1.12,0.564
1.68,-1.76,0.158
-2.48,-0.08,0.84
1.84,-0.88,0.199
1.2,-2.0,0.151
-3.76,-0.32,0.779
-1.68,-1.6,0.859
-3.84,-1.2,0.824
-0.32,-0.48,0.861
0.88,-0.24,0.752
-1.44,-0.72,0.875
-2.8,-1.84,0.851
3.12,-0.64,0.112
-0.16,-1.36,0.733
-2.56,-0.96,0.848
-3.68,-0.32,0.776
1.28,-2.0,0.135
2.88,-1.52,0.104
-1.6,-1.6,0.841
0.72,-1.12,0.508
-2.4,-0.08,0.857
1.76,-1.76,0.134
1.92,-0.88,0.195
-3.76,-1.2,0.837
-1.36,-0.72,0.843
-0.24,-0.48,0.844
0.96,-0.24,0.745
-3.6,-0.32,0.81
-2.72,-1.84,0.848
1.36,-2.0,0.116
-1.52,-1.6,0.861
-2.48,-0.96,0.853
3.2,-0.64,0.138
-0.08,-1.36,0.747
-2.32,-0.08,0.841
2.96,-1.52,0.094
0.8,-1.12,0.48
-3.52,-0.32,0.786
1.84,-1.76,0.113
2.0,-0.88,0.168
-1.44,-1.6,0.831
1.44,-2.0,0.122
-3.68,-1.2,0.836
-1.28,-0.72,0.871
-0.16,-0.48,0.847
1.04,-0.24,0.742
-2.64,-1.84,0.876
-2.4,-0.96,0.869
-3.44,-0.32,0.83
3.28,-0.64,0.118
0.0,-1.36,0.704
-2.24,-0.08,0.86
-1.36,-1.6,0.848
1.52,-2.0,0.122
0.88,-1.12,0.436
3.04,-1.52,0.097
1.92,-1.76,0.123
2.08,-0.88,0.171
-3.6,-1.2,0.843
-1.2,-0.72,0.847
-0.08,-0.48,0.839
-3.36,-0.32,0.828
1.12,-0.24,0.73
-2.56,-1.84,0.854
-1.28,-1.6,0.834
-2.32,-0.96,0.848
1.6,-2.0,0.145
0.08,-1.36,0.668
3.36,-0.64,0.114
-2.16,-0.08,0.85
-3.28,-0.32,0.834
0.96,-1.12,0.421
3.12,-1.52,0.098
2.0,-1.76,0.135
-1.2,-1.6,0.814
-3.52,-1.2,0.862
2.16,-0.88,0.142
-1.12,-0.72,0.852
1.68,-2.0,0.118
0.0,-0.48,0.839
-2.48,-1.84,0.849
1.2,-0.24,0.704
-2.24,-0.96,0.853
-3.2,-0.32,0.843
-2.08,-0.08,0.855
0.16,-1.36,0.657
3.44,-0.64,0.101
-1.12,-1.6,0.828
1.76,-2.0,0.123
1.04,-1.12,0.386
3.2,-1.52,0.123
-3.44,-1.2,0.827
2.08,-1.76,0.117
-1.04,-0.72,0.862
-3.12,-0.32,0.847
2.24,-0.88,0.146
0.08,-0.48,0.814
-2.4,-1.84,0.857
1.28,-0.24,0.661
-2.16,-0.96,0.866
-1.04,-1.6,0.822
1.84,-2.0,0.107
-2.0,-0.08,0.856
0.24,-1.36,0.615
3.52,-0.64,0.112
-3.04,-0.32,0.855
1.12,-1.12,0.372
3.28,-1.52,0.107
-3.36,-1.2,0.847
-0.96,-1.6,0.826
-0.96,-0.72,0.859
2.16,-1.76,0.125
2.32,-0.88,0.117
0.16,-0.48,0.832
-2.32,-1.84,0.849
-2.08,-0.96,0.863
1.36,-0.24,0.626
-1.92,-0.08,0.864
-2.96,-0.32,0.83
1.92,-2.0,0.124
3.6,-0.64,0.092
0.32,-1.36,0.598
-0.88,-1.6,0.811
0.24,-0.48,0.81
1.2,-1.12,0.329
-3.28,-1.2,0.854
3.36,-1.52,0.109
2.4,-0.88,0.126
-0.88,-0.72,0.843
2.24,-1.76,0.112
-2.24,-1.84,0.859
-2.0,-0.96,0.848
2.0,-2.0,0.091
1.44,-0.24,0.604
-2.88,-0.32,0.852
-1.84,-0.08,0.849
0.32,-0.48,0.801
3.68,-0.64,0.1
2.48,-0.88,0.127
0.4,-1.36,0.569
-0.8,-1.6,0.812
-3.2,-1.2,0.847
2.08,-2.0,0.113
1.28,-1.12,0.272
3.44,-1.52,0.116
-0.8,-0.72,0.831
-2.16,-1.84,0.856
2.32,-1.76,0.095
-1.92,-0.96,0.823
0.4,-0.48,0.792
-2.8,-0.32,0.843
1.52,-0.24,0.543
-1.76,-0.08,0.85
2.56,-0.88,0.121
2.16,-2.0,0.111
3.76,-0.64,0.098
0.48,-1.36,0.509
-0.72,-1.6,0.798
-3.12,-1.2,0.861
0.48,-0.48,0.789
1.36,-1.12,0.25
-0.72,-0.72,0.851
3.52,-1.52,0.099
2.64,-0.88,0.136
-2.08,-1.84,0.862
-1.84,-0.96,0.836
2.4,-1.76,0.116
-2.72,-0.32,0.857
2.24,-2.0,0.127
-1.68,-0.08,0.836
1.6,-0.24,0.514
0.56,-0.48,0.79
0.56,-1.36,0.508
3.84,-0.64,0.105
2.72,-0.88,0.132
-0.64,-1.6,0.79
-3.04,-1.2,0.848
-0.64,-0.72,0.856
1.44,-1.12,0.232
3.6,-1.52,0.082
-2.0,-1.84,0.846
-1.76,-0.96,0.833
-2.64,-0.32,0.849
2.32,-2.0,0.106
2.48,-1.76,0.094
-1.6,-0.08,0.846
0.64,-0.48,0.756
1.68,-0.24,0.471
3.92,-0.64,0.1
-0.56,-1.6,0.776
0.64,-1.36,0.434
-2.96,-1.2,0.84
2.8,-0.88,0.119
-0.56,-0.72,0.853
0.72,-0.48,0.743
1.52,-1.12,0.206
-1.68,-0.96,0.86
-1.92,-1.84,0.843
3.68,-1.52,0.103
-2.56,-0.32,0.848
-0.48,-1.6,0.77
4.0,-0.64,0.091
-1.52,-0.08,0.859
2.4,-2.0,0.123
2.56,-1.76,0.112
1.76,-0.24,0.445
0.8,-0.48,0.727
-2.88,-1.2,0.873
0.72,-1.36,0.407
-4.0,-0.56,0.766
-0.4,-1.6,0.761
2.88,-0.88,0.107
-0.48,-0.72,0.847
-1.6,-0.96,0.837
-1.84,-1.84,0.847
-2.48,-0.32,0.842
1.6,-1.12,0.203
3.76,-1.52,0.098
-1.44,-0.08,0.86
2.48,-2.0,0.114
2.64,-1.76,0.113
0.88,-0.48,0.718
-3.92,-0.56,0.786
1.84,-0.24,0.402
-0.32,-1.6,0.724
-2.8,-1.2,0.84
-2.4,-0.32,0.841
0.8,-1.36,0.392
2.96,-0.88,0.098
-0.4,-0.72,0.836
-1.52,-0.96,0.867
-3.84,-0.56,0.801
-1.76,-1.84,0.832
-1.36,-0.08,0.864
-0.24,-1.6,0.732
3.84,-1.52,0.109
1.68,-1.12,0.184
2.56,-2.0,0.11
2.72,-1.76,0.096
0.96,-0.48,0.672
-2.32,-0.32,0.859
1.92,-0.24,0.358
-2.72,-1.2,0.862
-3.76,-0.56,0.769
0.88,-1.36,0.346
-0.16,-1.6,0.717
3.04,-0.88,0.123
-0.32,-0.72,0.816
-1.44,-0.96,0.859
-1.68,-1.84,0.847
-2.24,-0.32,0.86
-1.28,-0.08,0.86
3.92,-1.52,0.103
1.76,-1.12,0.18
1.04,-0.48,0.667
2.64,-2.0,0.105
2.8,-1.76,0.083
2.0,-0.24,0.32
-0.08,-1.6,0.673
-2.64,-1.2,0.855
-3.68,-0.56,0.812
-2.16,-0.32,0.853
0.96,-1.36,0.323
-0.24,-0.72,0.834
-1.36,-0.96,0.858
3.12,-0.88,0.125
-1.6,-1.84,0.844
-1.2,-0.08,0.843
2.72,-2.0,0.113
0.0,-1.6,0.627
4.0,-1.52,0.089
1.84,-1.12,0.189
1.12,-0.48,0.604
2.88,-1.76,0.104
-2.56,-1.2,0.861
2.08,-0.24,0.297
-3.6,-0.56,0.825
-2.08,-0.32,0.868
0.08,-1.6,0.609
1.04,-1.36,0.293
-1.28,-0.96,0.859
-0.16,-0.72,0.828
2.8,-2.0,0.099
3.2,-0.88,0.133
-1.12,-0.08,0.858
-1.52,-1.84,0.843
1.2,-0.48,0.613
2.96,-1.76,0.091
-4.0,-1.44,0.833
1.92,-1.12,0.156
-2.48,-1.2,0.846
-3.52,-0.56,0.812
0.16,-1.6,0.555
2.16,-0.24,0.268
-2.0,-0.32,0.864
1.28,-0.48,0.571
-1.2,-0.96,0.851
