sigx,sigh,success_rate
3.52,0.84,0.739
2.88,0.28,0.519
3.2,0.4,0.571
2.48,1.0,0.776
2.08,0.92,0.756
0.56,1.0,0.706
0.8,1.08,0.754
1.08,0.24,0.791
0.64,0.68,0.754
2.88,1.12,0.793
2.88,0.72,0.76
3.52,0.08,0.394
2.2,0.6,0.751
3.88,0.52,0.589
2.68,0.16,0.493
2.52,1.0,0.786
0.84,1.08,0.743
1.76,0.04,0.482
1.12,0.24,0.808
3.56,0.84,0.725
2.92,0.28,0.524
3.24,0.4,0.576
2.12,0.92,0.79
0.6,1.0,0.733
2.92,1.12,0.782
0.68,0.68,0.773
2.56,1.0,0.774
2.92,0.72,0.746
0.88,1.08,0.745
3.56,0.08,0.407
1.16,0.24,0.759
2.24,0.6,0.759
3.92,0.52,0.561
2.72,0.16,0.487
2.96,1.12,0.782
1.8,0.04,0.483
3.6,0.84,0.739
2.96,0.28,0.501
3.28,0.4,0.563
2.6,1.0,0.77
2.16,0.92,0.775
0.64,1.0,0.71
0.92,1.08,0.747
1.2,0.24,0.769
0.72,0.68,0.757
2.96,0.72,0.729
3.0,1.12,0.749
3.6,0.08,0.382
2.28,0.6,0.748
3.96,0.52,0.591
2.76,0.16,0.485
2.64,1.0,0.775
0.96,1.08,0.747
1.84,0.04,0.456
1.24,0.24,0.785
3.64,0.84,0.734
3.0,0.28,0.526
3.32,0.4,0.565
2.2,0.92,0.747
3.04,1.12,0.797
0.68,1.0,0.724
0.76,0.68,0.772
2.68,1.0,0.769
3.0,0.72,0.712
1.0,1.08,0.731
3.64,0.08,0.36
1.28,0.24,0.729
2.32,0.6,0.773
4.0,0.52,0.583
2.8,0.16,0.467
3.08,1.12,0.798
1.88,0.04,0.478
3.68,0.84,0.725
3.04,0.28,0.531
3.36,0.4,0.575
2.72,1.0,0.776
2.24,0.92,0.767
0.72,1.0,0.74
1.04,1.08,0.771
1.32,0.24,0.714
0.8,0.68,0.779
3.04,0.72,0.739
3.12,1.12,0.746
3.68,0.08,0.357
2.36,0.6,0.732
0.0,0.56,0.081
2.84,0.16,0.458
2.76,1.0,0.789
1.08,1.08,0.744
1.92,0.04,0.458
3.72,0.84,0.694
0.4,1.2,0.677
3.08,0.28,0.522
3.4,0.4,0.555
2.28,0.92,0.769
3.16,1.12,0.754
0.76,1.0,0.741
0.84,0.68,0.779
3.08,0.72,0.714
2.8,1.0,0.783
1.12,1.08,0.757
3.72,0.08,0.389
2.4,0.6,0.712
0.44,1.2,0.687
0.04,0.56,0.504
2.88,0.16,0.477
3.2,1.12,0.797
1.96,0.04,0.456
3.76,0.84,0.714
3.44,0.4,0.554
3.12,0.28,0.514
2.32,0.92,0.759
0.8,1.0,0.741
1.16,1.08,0.739
2.84,1.0,0.771
0.88,0.68,0.777
0.48,1.2,0.698
3.12,0.72,0.725
3.24,1.12,0.78
3.76,0.08,0.39
2.44,0.6,0.751
0.08,0.56,0.571
2.92,0.16,0.502
1.2,1.08,0.758
2.0,0.04,0.454
2.88,1.0,0.777
3.8,0.84,0.73
0.52,1.2,0.676
3.48,0.4,0.544
2.36,0.92,0.794
3.16,0.28,0.515
3.28,1.12,0.774
0.84,1.0,0.749
0.92,0.68,0.78
3.16,0.72,0.742
1.24,1.08,0.734
3.8,0.08,0.383
2.92,1.0,0.767
2.48,0.6,0.724
0.56,1.2,0.722
0.12,0.56,0.619
3.32,1.12,0.77
2.04,0.04,0.469
2.96,0.16,0.431
3.84,0.84,0.728
3.52,0.4,0.554
2.4,0.92,0.769
3.2,0.28,0.489
0.88,1.0,0.742
1.28,1.08,0.76
2.96,1.0,0.796
0.96,0.68,0.782
0.6,1.2,0.737
3.2,0.72,0.724
3.36,1.12,0.784
3.84,0.08,0.376
2.52,0.6,0.717
0.16,0.56,0.642
2.08,0.04,0.448
1.32,1.08,0.758
3.0,0.16,0.465
3.88,0.84,0.715
0.64,1.2,0.713
3.0,1.0,0.776
3.56,0.4,0.534
2.44,0.92,0.766
3.24,0.28,0.514
3.4,1.12,0.767
0.92,1.0,0.736
1.0,0.68,0.777
3.24,0.72,0.727
1.36,1.08,0.782
3.88,0.08,0.395
2.56,0.6,0.713
0.68,1.2,0.715
3.04,1.0,0.768
0.2,0.56,0.641
3.44,1.12,0.786
2.12,0.04,0.432
2.76,1.24,0.793
3.92,0.84,0.739
3.6,0.4,0.523
2.48,0.92,0.763
3.28,0.28,0.518
0.96,1.0,0.775
1.4,1.08,0.754
1.04,0.68,0.773
0.72,1.2,0.691
3.08,1.0,0.766
3.28,0.72,0.702
3.48,1.12,0.768
3.92,0.08,0.379
2.6,0.6,0.744
0.24,0.56,0.714
2.16,0.04,0.437
2.8,1.24,0.8
1.44,1.08,0.756
3.96,0.84,0.711
3.64,0.4,0.517
0.76,1.2,0.72
2.52,0.92,0.781
3.12,1.0,0.754
3.32,0.28,0.497
3.52,1.12,0.773
1.0,1.0,0.772
1.08,0.68,0.793
3.32,0.72,0.689
1.48,1.08,0.754
3.96,0.08,0.376
2.64,0.6,0.717
0.8,1.2,0.721
0.28,0.56,0.697
3.16,1.0,0.782
3.56,1.12,0.795
2.2,0.04,0.463
2.84,1.24,0.771
4.0,0.84,0.734
3.68,0.4,0.548
2.56,0.92,0.775
3.36,0.28,0.488
1.04,1.0,0.765
1.52,1.08,0.757
1.12,0.68,0.775
0.84,1.2,0.743
3.36,0.72,0.699
3.2,1.0,0.757
3.6,1.12,0.754
4.0,0.08,0.362
2.68,0.6,0.709
0.32,0.56,0.738
2.24,0.04,0.436
2.88,1.24,0.786
1.56,1.08,0.793
0.0,0.88,0.096
3.72,0.4,0.535
0.88,1.2,0.742
2.6,0.92,0.784
3.4,0.28,0.496
3.24,1.0,0.797
3.64,1.12,0.749
1.08,1.0,0.781
1.16,0.68,0.789
3.4,0.72,0.714
1.6,1.08,0.797
0.0,0.12,0.095
2.72,0.6,0.706
0.36,0.56,0.705
0.92,1.2,0.737
3.68,1.12,0.752
3.28,1.0,0.769
2.28,0.04,0.408
2.92,1.24,0.785
0.04,0.88,0.442
3.76,0.4,0.507
2.64,0.92,0.771
3.44,0.28,0.471
1.12,1.0,0.755
1.64,1.08,0.772
1.2,0.68,0.765
0.96,1.2,0.714
3.44,0.72,0.732
3.32,1.0,0.776
3.72,1.12,0.792
0.04,0.12,0.489
2.76,0.6,0.724
0.4,0.56,0.751
2.96,1.24,0.776
2.32,0.04,0.418
1.68,1.08,0.764
0.08,0.88,0.542
3.8,0.4,0.532
1.0,1.2,0.754
2.68,0.92,0.781
3.48,0.28,0.509
3.36,1.0,0.781
3.76,1.12,0.757
1.16,1.0,0.764
1.24,0.68,0.784
3.48,0.72,0.708
1.72,1.08,0.804
0.08,0.12,0.391
2.8,0.6,0.715
0.44,0.56,0.76
1.04,1.2,0.754
3.8,1.12,0.78
3.4,1.0,0.768
3.0,1.24,0.778
1.08,1.32,0.77
0.12,0.88,0.6
3.84,0.4,0.535
2.72,0.92,0.754
3.52,0.28,0.447
1.2,1.0,0.777
1.76,1.08,0.792
1.28,0.68,0.773
1.08,1.2,0.713
3.52,0.72,0.707
3.44,1.0,0.763
3.84,1.12,0.751
0.12,0.12,0.383
2.84,0.6,0.68
0.48,0.56,0.755
3.04,1.24,0.772
1.12,1.32,0.754
1.8,1.08,0.779
3.88,0.4,0.539
0.16,0.88,0.603
1.12,1.2,0.771
3.56,0.28,0.514
2.76,0.92,0.792
3.48,1.0,0.745
3.88,1.12,0.782
1.24,1.0,0.763
1.32,0.68,0.782
3.56,0.72,0.723
0.16,0.12,0.371
1.84,1.08,0.768
2.88,0.6,0.704
0.52,0.56,0.757
1.16,1.2,0.743
3.52,1.0,0.784
3.08,1.24,0.8
3.92,1.12,0.743
1.16,1.32,0.739
3.92,0.4,0.508
0.2,0.88,0.629
3.6,0.28,0.477
2.8,0.92,0.785
1.28,1.0,0.756
1.88,1.08,0.778
1.36,0.68,0.773
3.6,0.72,0.684
1.2,1.2,0.739
3.56,1.0,0.785
3.96,1.12,0.777
0.2,0.12,0.324
2.92,0.6,0.7
0.56,0.56,0.759
3.12,1.24,0.779
1.2,1.32,0.753
1.92,1.08,0.759
3.96,0.4,0.512
0.24,0.88,0.646
3.64,0.28,0.484
1.24,1.2,0.775
2.84,0.92,0.77
3.6,1.0,0.768
4.0,1.12,0.761
1.32,1.0,0.752
1.4,0.68,0.788
3.64,0.72,0.676
1.96,1.08,0.774
0.24,0.12,0.374
2.96,0.6,0.684
0.6,0.56,0.77
1.28,1.2,0.776
3.64,1.0,0.752
3.16,1.24,0.797
0.0,1.16,0.11
1.24,1.32,0.758
4.0,0.4,0.493
0.28,0.88,0.666
3.68,0.28,0.501
2.88,0.92,0.788
1.36,1.0,0.796
2.0,1.08,0.785
1.44,0.68,0.802
3.68,0.72,0.658
1.32,1.2,0.78
3.68,1.0,0.745
0.04,1.16,0.395
0.28,0.12,0.404
3.0,0.6,0.696
0.64,0.56,0.761
3.2,1.24,0.78
1.28,1.32,0.756
2.04,1.08,0.77
0.0,0.44,0.09
0.32,0.88,0.685
3.44,1.36,0.79
1.36,1.2,0.767
2.92,0.92,0.765
3.72,1.0,0.752
0.08,1.16,0.486
1.76,1.44,0.762
1.48,0.68,0.779
3.72,0.72,0.684
0.32,0.12,0.52
2.08,1.08,0.767
3.04,0.6,0.712
0.68,0.56,0.802
1.4,1.2,0.757
3.24,1.24,0.79
3.76,1.0,0.735
0.12,1.16,0.537
1.32,1.32,0.763
0.04,0.44,0.53
0.36,0.88,0.665
3.48,1.36,0.781
2.96,0.92,0.742
1.8,1.44,0.771
2.12,1.08,0.795
1.52,0.68,0.785
3.76,0.72,0.705
1.44,1.2,0.758
3.8,1.0,0.763
0.16,1.16,0.587
0.36,0.12,0.618
3.08,0.6,0.686
0.72,0.56,0.759
3.28,1.24,0.767
1.36,1.32,0.759
0.08,0.44,0.56
2.16,1.08,0.782
0.4,0.88,0.679
3.52,1.36,0.785
1.48,1.2,0.768
3.0,0.92,0.784
3.84,1.0,0.768
1.84,1.44,0.762
0.2,1.16,0.587
1.56,0.68,0.791
3.8,0.72,0.685
0.4,0.12,0.664
3.12,0.6,0.675
2.2,1.08,0.798
0.76,0.56,0.788
1.52,1.2,0.778
3.32,1.24,0.766
3.88,1.0,0.733
1.4,1.32,0.756
0.24,1.16,0.608
0.12,0.44,0.631
0.44,0.88,0.739
3.56,1.36,0.765
3.04,0.92,0.767
1.88,1.44,0.765
2.24,1.08,0.779
1.6,0.68,0.788
3.84,0.72,0.672
1.56,1.2,0.792
3.92,1.0,0.762
0.28,1.16,0.628
3.16,0.6,0.698
0.44,0.12,0.76
0.8,0.56,0.796
3.36,1.24,0.793
1.44,1.32,0.759
0.16,0.44,0.633
2.28,1.08,0.787
0.48,0.88,0.725
3.6,1.36,0.771
1.6,1.2,0.772
0.08,1.52,0.407
3.96,1.0,0.733
1.92,1.44,0.78
0.32,1.16,0.64
1.64,0.68,0.794
3.88,0.72,0.68
3.2,0.6,0.684
0.48,0.12,0.766
2.32,1.08,0.782
0.84,0.56,0.793
1.64,1.2,0.784
3.4,1.24,0.779
4.0,1.0,0.766
1.48,1.32,0.754
0.36,1.16,0.646
0.2,0.44,0.672
0.52,0.88,0.731
3.64,1.36,0.791
0.12,1.52,0.496
1.96,1.44,0.784
1.68,0.68,0.769
2.36,1.08,0.779
3.92,0.72,0.678
1.68,1.2,0.77
0.0,1.04,0.093
3.24,0.6,0.666
0.4,1.16,0.686
0.52,0.12,0.811
0.88,0.56,0.77
3.44,1.24,0.783
1.52,1.32,0.748
0.24,0.44,0.674
2.4,1.08,0.783
0.56,0.88,0.727
3.68,1.36,0.763
1.72,1.2,0.77
0.16,1.52,0.55
0.04,1.04,0.445
2.0,1.44,0.759
0.44,1.16,0.684
2.44,1.56,0.75
3.96,0.72,0.673
3.28,0.6,0.642
0.56,0.12,0.805
2.44,1.08,0.794
0.92,0.56,0.795
1.76,1.2,0.768
3.48,1.24,0.764
0.08,1.04,0.481
1.56,1.32,0.751
0.28,0.44,0.709
0.48,1.16,0.671
0.6,0.88,0.736
3.72,1.36,0.805
0.2,1.52,0.529
2.04,1.44,0.762
2.48,1.56,0.754
2.48,1.08,0.772
4.0,0.72,0.667
1.8,1.2,0.783
0.12,1.04,0.517
3.32,0.6,0.666
0.6,0.12,0.816
0.52,1.16,0.697
0.96,0.56,0.793
3.52,1.24,0.764
1.6,1.32,0.782
0.32,0.44,0.738
2.52,1.08,0.806
0.64,0.88,0.76
3.76,1.36,0.772
1.84,1.2,0.801
0.24,1.52,0.555
0.16,1.04,0.557
2.08,1.44,0.761
0.56,1.16,0.695
2.52,1.56,0.773
0.0,0.76,0.102
3.36,0.6,0.669
0.64,0.12,0.824
1.0,0.56,0.796
1.88,1.2,0.781
3.56,1.24,0.775
3.8,1.36,0.77
2.56,1.08,0.789
0.2,1.04,0.583
0.76,1.64,0.661
1.64,1.32,0.764
0.6,1.16,0.693
0.68,0.88,0.732
0.28,1.52,0.591
2.12,1.44,0.78
2.56,1.56,0.763
3.12,1.68,0.756
1.92,1.2,0.774
3.84,1.36,0.789
0.24,1.04,0.632
1.44,1.76,0.742
3.8,1.8,0.781
0.64,1.16,0.7
2.12,1.88,0.745
3.6,1.24,0.74
2.6,1.08,0.778
0.8,1.64,0.691
1.68,1.32,0.765
0.44,1.96,0.59
1.96,1.2,0.799
0.32,1.52,0.618
3.88,1.36,0.772
0.28,1.04,0.655
2.16,1.44,0.76
2.6,1.56,0.755
0.68,1.16,0.756
3.16,1.68,0.769
1.48,1.76,0.745
3.84,1.8,0.777
2.16,1.88,0.751
2.0,1.2,0.794
3.64,1.24,0.786
2.64,1.08,0.773
3.92,1.36,0.79
0.32,1.04,0.656
0.84,1.64,0.709
1.72,1.32,0.746
0.72,1.16,0.716
0.48,1.96,0.619
0.36,1.52,0.611
2.2,1.44,0.768
2.64,1.56,0.768
3.2,1.68,0.799
2.04,1.2,0.77
3.96,1.36,0.748
0.36,1.04,0.669
1.52,1.76,0.735
3.88,1.8,0.782
0.76,1.16,0.71
2.2,1.88,0.742
3.68,1.24,0.783
2.68,1.08,0.794
0.88,1.64,0.704
1.76,1.32,0.765
0.52,1.96,0.644
2.08,1.2,0.76
0.4,1.52,0.631
4.0,1.36,0.8
0.4,1.04,0.702
2.24,1.44,0.778
2.68,1.56,0.776
0.8,1.16,0.735
3.24,1.68,0.755
1.56,1.76,0.726
3.92,1.8,0.777
2.24,1.88,0.769
2.12,1.2,0.768
3.72,1.24,0.786
2.72,1.08,0.769
0.0,1.4,0.109
0.44,1.04,0.705
0.92,1.64,0.713
1.8,1.32,0.788
0.84,1.16,0.718
0.56,1.96,0.615
0.44,1.52,0.652
2.28,1.44,0.755
2.72,1.56,0.776
3.28,1.68,0.752
2.16,1.2,0.761
0.04,1.4,0.396
0.48,1.04,0.7
1.6,1.76,0.738
3.96,1.8,0.757
0.88,1.16,0.733
2.28,1.88,0.751
3.76,1.24,0.777
2.76,1.08,0.78
0.96,1.64,0.701
1.84,1.32,0.762
0.6,1.96,0.623
2.2,1.2,0.77
0.48,1.52,0.666
0.08,1.4,0.467
0.52,1.04,0.693
2.32,1.44,0.777
2.76,1.56,0.784
0.92,1.16,0.725
3.32,1.68,0.782
1.64,1.76,0.716
4.0,1.8,0.758
2.32,1.88,0.743
2.24,1.2,0.773
3.8,1.24,0.759
2.8,1.08,0.78
0.12,1.4,0.522
1.0,1.64,0.708
0.56,1.04,0.721
1.88,1.32,0.764
0.96,1.16,0.748
0.64,1.96,0.644
0.52,1.52,0.645
2.36,1.44,0.753
2.8,1.56,0.789
3.36,1.68,0.775
2.28,1.2,0.78
0.16,1.4,0.563
0.6,1.04,0.707
1.68,1.76,0.748
0.0,1.84,0.103
1.0,1.16,0.73
2.36,1.88,0.74
3.84,1.24,0.749
2.84,1.08,0.775
1.04,1.64,0.708
1.92,1.32,0.742
0.68,1.96,0.64
2.32,1.2,0.779
0.56,1.52,0.678
0.2,1.4,0.564
0.64,1.04,0.734
2.4,1.44,0.781
2.84,1.56,0.799
1.04,1.16,0.741
3.4,1.68,0.785
0.04,1.84,0.308
1.72,1.76,0.748
2.4,1.88,0.754
3.88,1.24,0.771
2.36,1.2,0.794
2.88,1.08,0.764
0.24,1.4,0.598
1.08,1.64,0.718
0.68,1.04,0.726
1.96,1.32,0.796
1.08,1.16,0.734
0.72,1.96,0.65
0.6,1.52,0.69
2.44,1.44,0.788
2.88,1.56,0.767
3.44,1.68,0.793
2.4,1.2,0.776
0.28,1.4,0.605
0.72,1.04,0.773
0.08,1.84,0.389
1.76,1.76,0.735
1.12,1.16,0.723
2.44,1.88,0.75
3.92,1.24,0.761
2.92,1.08,0.774
1.12,1.64,0.695
2.0,1.32,0.768
0.76,1.96,0.629
2.44,1.2,0.798
0.64,1.52,0.692
0.32,1.4,0.644
0.76,1.04,0.742
2.48,1.44,0.779
2.92,1.56,0.762
1.16,1.16,0.737
3.48,1.68,0.771
0.12,1.84,0.429
1.8,1.76,0.74
2.48,1.88,0.763
3.96,1.24,0.781
2.96,1.08,0.789
2.48,1.2,0.789
0.36,1.4,0.639
1.16,1.64,0.703
0.8,1.04,0.721
2.04,1.32,0.79
1.2,1.16,0.767
0.8,1.96,0.645
0.68,1.52,0.708
2.52,1.44,0.784
2.96,1.56,0.794
3.52,1.68,0.762
2.52,1.2,0.783
0.4,1.4,0.642
0.84,1.04,0.734
1.84,1.76,0.755
0.16,1.84,0.465
1.24,1.16,0.771
2.52,1.88,0.779
4.0,1.24,0.766
3.0,1.08,0.794
1.2,1.64,0.709
2.08,1.32,0.755
0.84,1.96,0.626
2.56,1.2,0.801
0.72,1.52,0.7
0.44,1.4,0.664
0.88,1.04,0.762
2.56,1.44,0.764
3.0,1.56,0.747
1.28,1.16,0.77
3.56,1.68,0.788
1.88,1.76,0.748
0.2,1.84,0.504
2.56,1.88,0.757
0.0,1.28,0.091
3.04,1.08,0.777
2.6,1.2,0.775
1.24,1.64,0.733
0.92,1.04,0.743
0.48,1.4,0.653
2.12,1.32,0.782
1.32,1.16,0.762
0.88,1.96,0.668
0.76,1.52,0.72
2.6,1.44,0.79
3.04,1.56,0.781
3.6,1.68,0.785
2.64,1.2,0.758
0.96,1.04,0.763
0.52,1.4,0.645
1.92,1.76,0.77
0.24,1.84,0.512
1.36,1.16,0.752
2.6,1.88,0.754
0.04,1.28,0.402
3.08,1.08,0.77
1.28,1.64,0.701
2.16,1.32,0.783
0.92,1.96,0.686
2.68,1.2,0.749
0.8,1.52,0.713
0.56,1.4,0.7
1.0,1.04,0.741
2.64,1.44,0.772
3.08,1.56,0.757
1.4,1.16,0.766
3.64,1.68,0.783
1.96,1.76,0.742
0.28,1.84,0.553
0.08,1.28,0.458
2.64,1.88,0.757
3.12,1.08,0.766
2.72,1.2,0.788
1.32,1.64,0.74
0.6,1.4,0.692
1.04,1.04,0.764
2.2,1.32,0.746
1.44,1.16,0.76
0.96,1.96,0.665
0.84,1.52,0.709
2.68,1.44,0.776
3.12,1.56,0.781
3.68,1.68,0.778
2.76,1.2,0.791
0.64,1.4,0.701
1.08,1.04,0.777
0.32,1.84,0.555
2.0,1.76,0.729
1.48,1.16,0.789
0.12,1.28,0.509
2.68,1.88,0.75
3.16,1.08,0.792
1.36,1.64,0.729
2.24,1.32,0.761
1.0,1.96,0.667
2.8,1.2,0.794
0.88,1.52,0.719
0.68,1.4,0.682
1.12,1.04,0.768
2.72,1.44,0.775
3.16,1.56,0.783
3.72,1.68,0.778
1.52,1.16,0.772
2.04,1.76,0.74
0.36,1.84,0.584
0.16,1.28,0.561
2.72,1.88,0.756
3.2,1.08,0.78
2.84,1.2,0.781
1.4,1.64,0.756
2.28,1.32,0.779
0.72,1.4,0.707
1.16,1.04,0.772
1.04,1.96,0.694
1.56,1.16,0.758
0.92,1.52,0.693
2.76,1.44,0.787
3.2,1.56,0.785
3.76,1.68,0.762
2.88,1.2,0.783
0.76,1.4,0.693
1.2,1.04,0.742
2.08,1.76,0.774
0.4,1.84,0.599
1.6,1.16,0.77
0.2,1.28,0.571
3.24,1.08,0.76
2.76,1.88,0.746
1.44,1.64,0.751
2.32,1.32,0.799
1.08,1.96,0.711
2.92,1.2,0.793
0.96,1.52,0.687
0.8,1.4,0.708
1.24,1.04,0.759
2.8,1.44,0.785
3.24,1.56,0.775
3.8,1.68,0.765
1.64,1.16,0.782
2.12,1.76,0.739
0.44,1.84,0.617
0.24,1.28,0.595
3.28,1.08,0.772
2.8,1.88,0.731
2.96,1.2,0.769
1.48,1.64,0.743
2.36,1.32,0.776
0.84,1.4,0.721
1.28,1.04,0.766
1.12,1.96,0.682
1.68,1.16,0.78
1.0,1.52,0.7
3.28,1.56,0.786
2.84,1.44,0.756
3.84,1.68,0.761
3.0,1.2,0.773
0.88,1.4,0.709
1.32,1.04,0.775
2.16,1.76,0.767
0.48,1.84,0.606
0.28,1.28,0.606
3.32,1.08,0.764
1.72,1.16,0.757
2.84,1.88,0.77
1.52,1.64,0.704
2.4,1.32,0.763
1.16,1.96,0.684
3.04,1.2,0.799
1.04,1.52,0.704
0.92,1.4,0.718
3.32,1.56,0.789
1.36,1.04,0.742
2.88,1.44,0.778
3.88,1.68,0.785
1.76,1.16,0.786
2.2,1.76,0.748
0.52,1.84,0.624
0.32,1.28,0.641
3.36,1.08,0.755
2.88,1.88,0.748
3.08,1.2,0.78
1.56,1.64,0.731
2.44,1.32,0.766
0.96,1.4,0.687
1.4,1.04,0.776
1.2,1.96,0.673
1.8,1.16,0.786
1.08,1.52,0.721
3.36,1.56,0.778
2.92,1.44,0.767
3.92,1.68,0.765
3.12,1.2,0.79
1.0,1.4,0.735
1.44,1.04,0.762
2.24,1.76,0.761
0.56,1.84,0.636
0.36,1.28,0.634
3.4,1.08,0.79
2.92,1.88,0.765
1.84,1.16,0.797
1.6,1.64,0.745
2.48,1.32,0.762
1.24,1.96,0.709
3.16,1.2,0.77
1.12,1.52,0.727
1.04,1.4,0.738
3.4,1.56,0.813
1.48,1.04,0.772
2.96,1.44,0.79
3.96,1.68,0.768
1.88,1.16,0.77
2.28,1.76,0.755
0.6,1.84,0.598
0.4,1.28,0.644
3.44,1.08,0.788
2.96,1.88,0.749
3.2,1.2,0.804
1.64,1.64,0.732
2.52,1.32,0.783
1.08,1.4,0.731
1.52,1.04,0.786
1.28,1.96,0.697
1.92,1.16,0.779
1.16,1.52,0.724
3.44,1.56,0.757
3.0,1.44,0.792
4.0,1.68,0.767
3.24,1.2,0.794
1.12,1.4,0.746
1.56,1.04,0.776
2.32,1.76,0.76
0.64,1.84,0.699
0.44,1.28,0.662
3.48,1.08,0.775
3.0,1.88,0.773
1.96,1.16,0.758
1.68,1.64,0.743
2.56,1.32,0.802
1.32,1.96,0.716
3.28,1.2,0.773
1.2,1.52,0.705
1.16,1.4,0.719
3.48,1.56,0.789
1.6,1.04,0.777
3.04,1.44,0.803
0.0,1.72,0.089
2.0,1.16,0.778
2.36,1.76,0.763
0.68,1.84,0.668
0.48,1.28,0.66
3.52,1.08,0.772
3.04,1.88,0.771
3.32,1.2,0.777
1.72,1.64,0.738
2.6,1.32,0.786
1.2,1.4,0.732
1.64,1.04,0.797
1.36,1.96,0.695
2.04,1.16,0.79
1.24,1.52,0.756
3.52,1.56,0.778
3.08,1.44,0.768
0.04,1.72,0.371
3.36,1.2,0.785
1.24,1.4,0.718
1.68,1.04,0.772
2.4,1.76,0.738
0.72,1.84,0.623
0.52,1.28,0.689
3.56,1.08,0.773
3.08,1.88,0.749
2.08,1.16,0.771
1.76,1.64,0.731
2.64,1.32,0.769
1.4,1.96,0.708
3.4,1.2,0.775
1.28,1.52,0.74
3.56,1.56,0.768
1.28,1.4,0.75
1.72,1.04,0.779
3.12,1.44,0.787
0.08,1.72,0.423
2.12,1.16,0.754
2.44,1.76,0.757
0.76,1.84,0.658
0.56,1.28,0.696
3.6,1.08,0.775
3.12,1.88,0.758
3.44,1.2,0.777
1.8,1.64,0.765
2.68,1.32,0.8
1.32,1.4,0.748
1.76,1.04,0.8
1.44,1.96,0.72
2.16,1.16,0.783
1.32,1.52,0.745
3.6,1.56,0.773
3.16,1.44,0.773
0.12,1.72,0.457
3.48,1.2,0.778
1.36,1.4,0.752
1.8,1.04,0.774
2.48,1.76,0.735
0.8,1.84,0.682
0.6,1.28,0.685
3.64,1.08,0.751
3.16,1.88,0.753
2.2,1.16,0.783
1.84,1.64,0.756
2.72,1.32,0.777
1.48,1.96,0.697
3.52,1.2,0.769
1.36,1.52,0.742
3.64,1.56,0.772
1.4,1.4,0.762
1.84,1.04,0.774
3.2,1.44,0.774
0.16,1.72,0.486
2.24,1.16,0.785
2.52,1.76,0.759
0.84,1.84,0.665
0.64,1.28,0.713
3.68,1.08,0.732
3.2,1.88,0.76
3.56,1.2,0.775
1.88,1.64,0.762
2.76,1.32,0.779
1.44,1.4,0.728
1.88,1.04,0.796
1.52,1.96,0.698
2.28,1.16,0.781
1.4,1.52,0.722
3.68,1.56,0.782
3.24,1.44,0.765
0.2,1.72,0.527
3.6,1.2,0.765
1.48,1.4,0.753
1.92,1.04,0.777
2.56,1.76,0.736
0.88,1.84,0.663
0.68,1.28,0.703
3.72,1.08,0.778
3.24,1.88,0.757
2.32,1.16,0.772
1.92,1.64,0.763
2.8,1.32,0.764
1.56,1.96,0.719
3.64,1.2,0.76
1.44,1.52,0.743
3.72,1.56,0.784
1.52,1.4,0.738
1.96,1.04,0.784
3.28,1.44,0.778
0.24,1.72,0.525
2.36,1.16,0.792
2.6,1.76,0.764
0.92,1.84,0.683
0.72,1.28,0.713
3.76,1.08,0.772
3.28,1.88,0.793
3.68,1.2,0.798
1.96,1.64,0.763
2.84,1.32,0.782
1.56,1.4,0.749
2.0,1.04,0.791
1.6,1.96,0.728
2.4,1.16,0.761
1.48,1.52,0.733
3.76,1.56,0.765
3.32,1.44,0.79
0.28,1.72,0.582
3.72,1.2,0.763
2.64,1.76,0.744
1.6,1.4,0.734
2.04,1.04,0.77
0.96,1.84,0.694
0.76,1.28,0.71
3.8,1.08,0.773
3.32,1.88,0.775
2.0,1.64,0.751
2.44,1.16,0.79
2.88,1.32,0.77
1.64,1.96,0.721
3.76,1.2,0.79
1.52,1.52,0.767
3.8,1.56,0.786
1.64,1.4,0.765
2.08,1.04,0.791
3.36,1.44,0.765
0.32,1.72,0.596
2.48,1.16,0.787
2.68,1.76,0.785
1.0,1.84,0.696
0.8,1.28,0.712
3.84,1.08,0.743
3.36,1.88,0.756
3.8,1.2,0.784
2.04,1.64,0.749
2.92,1.32,0.751
2.12,1.04,0.785
1.68,1.4,0.755
1.68,1.96,0.734
1.56,1.52,0.734
2.52,1.16,0.778
3.84,1.56,0.758
3.4,1.44,0.775
0.36,1.72,0.606
3.84,1.2,0.796
2.72,1.76,0.779
2.16,1.04,0.764
1.72,1.4,0.742
1.04,1.84,0.711
0.84,1.28,0.715
3.88,1.08,0.764
3.4,1.88,0.775
2.08,1.64,0.781
2.56,1.16,0.789
2.96,1.32,0.787
1.72,1.96,0.735
3.88,1.2,0.787
1.6,1.52,0.755
3.88,1.56,0.776
2.2,1.04,0.746
3.44,1.44,0.801
0.4,1.72,0.611
1.76,1.4,0.776
2.6,1.16,0.759
2.76,1.76,0.784
0.88,1.28,0.741
1.08,1.84,0.683
3.92,1.08,0.735
3.44,1.88,0.776
3.92,1.2,0.754
2.12,1.64,0.755
3.0,1.32,0.786
2.24,1.04,0.792
1.8,1.4,0.74
1.76,1.96,0.729
1.64,1.52,0.731
2.64,1.16,0.777
3.92,1.56,0.764
0.44,1.72,0.598
3.48,1.44,0.783
3.96,1.2,0.755
2.8,1.76,0.766
2.28,1.04,0.799
0.92,1.28,0.725
3.96,1.08,0.777
1.12,1.84,0.67
