sigx1,sigx2,sigh1,sigh2,success_rate
1.88,3.76,1.04,1.04,0.562
3.96,7.92,1.12,1.12,0.406
0.44,0.88,1.56,1.56,0.831
3.16,6.32,1.28,1.28,0.456
3.68,7.36,1.68,1.68,0.539
2.6,5.2,1.64,1.64,0.644
1.28,2.56,1.4,1.4,0.808
2.08,4.16,1.24,1.24,0.616
1.0,2.0,1.2,1.2,0.803
1.52,3.04,1.6,1.6,0.793
1.0,2.0,1.96,1.96,0.871
2.04,4.08,2.0,2.0,0.82
3.44,6.88,1.48,1.48,0.503
2.92,5.84,1.08,1.08,0.443
3.96,7.92,1.88,1.88,0.541
0.24,0.48,1.36,1.36,0.733
1.8,3.6,1.8,1.8,0.817
2.4,4.8,1.44,1.44,0.629
2.92,5.84,1.84,1.84,0.667
0.72,1.44,1.76,1.76,0.856
1.92,3.84,1.04,1.04,0.58
4.0,8.0,1.12,1.12,0.393
3.2,6.4,1.28,1.28,0.482
0.48,0.96,1.56,1.56,0.818
3.72,7.44,1.68,1.68,0.506
2.64,5.28,1.64,1.64,0.644
1.04,2.08,1.2,1.2,0.792
1.32,2.64,1.4,1.4,0.806
1.56,3.12,1.6,1.6,0.791
2.12,4.24,1.24,1.24,0.58
2.08,4.16,2.0,2.0,0.803
1.04,2.08,1.96,1.96,0.86
2.96,5.92,1.08,1.08,0.473
3.48,6.96,1.48,1.48,0.506
4.0,8.0,1.88,1.88,0.554
2.44,4.88,1.44,1.44,0.622
0.28,0.56,1.36,1.36,0.761
1.84,3.68,1.8,1.8,0.763
2.96,5.92,1.84,1.84,0.647
0.76,1.52,1.76,1.76,0.859
1.96,3.92,1.04,1.04,0.544
0.0,0.0,1.16,1.16,0.201
3.24,6.48,1.28,1.28,0.473
0.52,1.04,1.56,1.56,0.82
3.76,7.52,1.68,1.68,0.553
2.68,5.36,1.64,1.64,0.651
1.08,2.16,1.2,1.2,0.798
1.36,2.72,1.4,1.4,0.784
1.6,3.2,1.6,1.6,0.789
2.16,4.32,1.24,1.24,0.62
1.08,2.16,1.96,1.96,0.849
2.12,4.24,2.0,2.0,0.789
3.0,6.0,1.08,1.08,0.468
3.52,7.04,1.48,1.48,0.529
0.0,0.0,1.92,1.92,0.19
0.32,0.64,1.36,1.36,0.801
2.48,4.96,1.44,1.44,0.625
3.0,6.0,1.84,1.84,0.642
1.88,3.76,1.8,1.8,0.796
2.0,4.0,1.04,1.04,0.564
0.8,1.6,1.76,1.76,0.872
0.04,0.08,1.16,1.16,0.349
3.28,6.56,1.28,1.28,0.481
0.56,1.12,1.56,1.56,0.843
3.8,7.6,1.68,1.68,0.512
2.72,5.44,1.64,1.64,0.661
1.12,2.24,1.2,1.2,0.79
1.4,2.8,1.4,1.4,0.769
2.2,4.4,1.24,1.24,0.604
1.64,3.28,1.6,1.6,0.787
3.04,6.08,1.08,1.08,0.427
1.12,2.24,1.96,1.96,0.856
3.56,7.12,1.48,1.48,0.501
0.04,0.08,1.92,1.92,0.319
2.16,4.32,2.0,2.0,0.791
2.52,5.04,1.44,1.44,0.646
0.36,0.72,1.36,1.36,0.81
3.04,6.08,1.84,1.84,0.64
0.84,1.68,1.76,1.76,0.854
1.92,3.84,1.8,1.8,0.766
0.08,0.16,1.16,1.16,0.501
2.04,4.08,1.04,1.04,0.549
3.32,6.64,1.28,1.28,0.462
0.6,1.2,1.56,1.56,0.846
3.84,7.68,1.68,1.68,0.526
1.16,2.32,1.2,1.2,0.778
2.76,5.52,1.64,1.64,0.637
1.44,2.88,1.4,1.4,0.742
2.24,4.48,1.24,1.24,0.579
3.08,6.16,1.08,1.08,0.459
1.68,3.36,1.6,1.6,0.786
1.16,2.32,1.96,1.96,0.868
3.6,7.2,1.48,1.48,0.506
2.2,4.4,2.0,2.0,0.784
2.56,5.12,1.44,1.44,0.6
0.08,0.16,1.92,1.92,0.412
0.88,1.76,1.76,1.76,0.863
0.4,0.8,1.36,1.36,0.821
1.96,3.92,1.8,1.8,0.777
3.08,6.16,1.84,1.84,0.647
0.12,0.24,1.16,1.16,0.621
2.08,4.16,1.04,1.04,0.537
3.36,6.72,1.28,1.28,0.463
0.64,1.28,1.56,1.56,0.842
3.88,7.76,1.68,1.68,0.533
1.2,2.4,1.2,1.2,0.767
2.8,5.6,1.64,1.64,0.61
1.48,2.96,1.4,1.4,0.757
2.28,4.56,1.24,1.24,0.59
3.12,6.24,1.08,1.08,0.442
1.72,3.44,1.6,1.6,0.749
1.2,2.4,1.96,1.96,0.859
2.24,4.48,2.0,2.0,0.782
2.6,5.2,1.44,1.44,0.583
3.64,7.28,1.48,1.48,0.462
0.12,0.24,1.92,1.92,0.505
0.44,0.88,1.36,1.36,0.823
0.92,1.84,1.76,1.76,0.875
0.16,0.32,1.16,1.16,0.688
3.12,6.24,1.84,1.84,0.62
3.4,6.8,1.28,1.28,0.466
2.0,4.0,1.8,1.8,0.787
2.12,4.24,1.04,1.04,0.534
0.68,1.36,1.56,1.56,0.852
3.92,7.84,1.68,1.68,0.519
1.24,2.48,1.2,1.2,0.759
2.84,5.68,1.64,1.64,0.6
3.16,6.32,1.08,1.08,0.416
1.52,3.04,1.4,1.4,0.759
2.32,4.64,1.24,1.24,0.569
1.76,3.52,1.6,1.6,0.774
2.64,5.28,1.44,1.44,0.586
2.28,4.56,2.0,2.0,0.773
1.24,2.48,1.96,1.96,0.854
3.68,7.36,1.48,1.48,0.496
0.2,0.4,1.16,1.16,0.754
0.48,0.96,1.36,1.36,0.854
0.16,0.32,1.92,1.92,0.576
0.96,1.92,1.76,1.76,0.857
3.16,6.32,1.84,1.84,0.614
3.44,6.88,1.28,1.28,0.442
2.16,4.32,1.04,1.04,0.535
2.04,4.08,1.8,1.8,0.758
0.72,1.44,1.56,1.56,0.848
3.96,7.92,1.68,1.68,0.504
2.88,5.76,1.64,1.64,0.606
1.28,2.56,1.2,1.2,0.766
3.2,6.4,1.08,1.08,0.408
2.36,4.72,1.24,1.24,0.576
1.56,3.12,1.4,1.4,0.757
1.8,3.6,1.6,1.6,0.757
2.32,4.64,2.0,2.0,0.769
2.68,5.36,1.44,1.44,0.573
0.24,0.48,1.16,1.16,0.762
1.28,2.56,1.96,1.96,0.865
3.72,7.44,1.48,1.48,0.475
1.0,2.0,1.76,1.76,0.841
0.2,0.4,1.92,1.92,0.621
3.2,6.4,1.84,1.84,0.647
0.52,1.04,1.36,1.36,0.86
3.48,6.96,1.28,1.28,0.45
2.2,4.4,1.04,1.04,0.535
2.08,4.16,1.8,1.8,0.755
0.76,1.52,1.56,1.56,0.86
4.0,8.0,1.68,1.68,0.513
1.32,2.64,1.2,1.2,0.751
3.24,6.48,1.08,1.08,0.446
2.92,5.84,1.64,1.64,0.581
2.4,4.8,1.24,1.24,0.543
1.6,3.2,1.4,1.4,0.748
1.84,3.68,1.6,1.6,0.744
2.36,4.72,2.0,2.0,0.768
2.72,5.44,1.44,1.44,0.568
0.28,0.56,1.16,1.16,0.802
0.24,0.48,1.92,1.92,0.696
0.56,1.12,1.36,1.36,0.852
3.24,6.48,1.84,1.84,0.617
1.32,2.64,1.96,1.96,0.869
3.76,7.52,1.48,1.48,0.492
1.04,2.08,1.76,1.76,0.866
3.52,7.04,1.28,1.28,0.442
2.24,4.48,1.04,1.04,0.497
0.8,1.6,1.56,1.56,0.852
2.12,4.24,1.8,1.8,0.769
0.0,0.0,1.72,1.72,0.212
1.36,2.72,1.2,1.2,0.727
3.28,6.56,1.08,1.08,0.409
2.96,5.92,1.64,1.64,0.599
2.44,4.88,1.24,1.24,0.533
1.64,3.28,1.4,1.4,0.738
2.4,4.8,2.0,2.0,0.791
1.88,3.76,1.6,1.6,0.732
2.76,5.52,1.44,1.44,0.568
0.32,0.64,1.16,1.16,0.8
3.28,6.56,1.84,1.84,0.633
1.36,2.72,1.96,1.96,0.869
0.28,0.56,1.92,1.92,0.725
0.6,1.2,1.36,1.36,0.839
3.8,7.6,1.48,1.48,0.481
1.08,2.16,1.76,1.76,0.867
2.28,4.56,1.04,1.04,0.514
3.56,7.12,1.28,1.28,0.44
0.84,1.68,1.56,1.56,0.857
2.16,4.32,1.8,1.8,0.787
3.32,6.64,1.08,1.08,0.408
0.04,0.08,1.72,1.72,0.33
1.4,2.8,1.2,1.2,0.719
3.0,6.0,1.64,1.64,0.611
2.48,4.96,1.24,1.24,0.554
1.68,3.36,1.4,1.4,0.738
1.92,3.84,1.6,1.6,0.768
2.44,4.88,2.0,2.0,0.738
2.8,5.6,1.44,1.44,0.546
0.32,0.64,1.92,1.92,0.756
0.36,0.72,1.16,1.16,0.818
1.4,2.8,1.96,1.96,0.855
3.32,6.64,1.84,1.84,0.616
3.84,7.68,1.48,1.48,0.463
0.64,1.28,1.36,1.36,0.832
1.12,2.24,1.76,1.76,0.851
2.32,4.64,1.04,1.04,0.493
3.6,7.2,1.28,1.28,0.445
2.2,4.4,1.8,1.8,0.748
0.88,1.76,1.56,1.56,0.849
0.08,0.16,1.72,1.72,0.458
1.44,2.88,1.2,1.2,0.73
3.36,6.72,1.08,1.08,0.397
3.04,6.08,1.64,1.64,0.595
2.52,5.04,1.24,1.24,0.527
1.72,3.44,1.4,1.4,0.727
1.96,3.92,1.6,1.6,0.739
2.48,4.96,2.0,2.0,0.748
2.84,5.68,1.44,1.44,0.567
3.88,7.76,1.48,1.48,0.466
0.36,0.72,1.92,1.92,0.761
0.4,0.8,1.16,1.16,0.819
3.36,6.72,1.84,1.84,0.597
1.44,2.88,1.96,1.96,0.854
2.36,4.72,1.04,1.04,0.516
0.68,1.36,1.36,1.36,0.876
1.16,2.32,1.76,1.76,0.855
3.64,7.28,1.28,1.28,0.452
2.24,4.48,1.8,1.8,0.757
0.92,1.84,1.56,1.56,0.844
3.4,6.8,1.08,1.08,0.413
0.12,0.24,1.72,1.72,0.562
1.48,2.96,1.2,1.2,0.673
3.08,6.16,1.64,1.64,0.614
2.56,5.12,1.24,1.24,0.527
1.76,3.52,1.4,1.4,0.701
2.88,5.76,1.44,1.44,0.594
2.0,4.0,1.6,1.6,0.696
0.44,0.88,1.16,1.16,0.835
2.52,5.04,2.0,2.0,0.731
3.92,7.84,1.48,1.48,0.437
3.4,6.8,1.84,1.84,0.588
0.4,0.8,1.92,1.92,0.775
1.48,2.96,1.96,1.96,0.869
2.4,4.8,1.04,1.04,0.527
1.2,2.4,1.76,1.76,0.849
0.72,1.44,1.36,1.36,0.846
3.68,7.36,1.28,1.28,0.448
2.28,4.56,1.8,1.8,0.757
0.96,1.92,1.56,1.56,0.849
3.44,6.88,1.08,1.08,0.412
0.16,0.32,1.72,1.72,0.601
1.52,3.04,1.2,1.2,0.702
3.12,6.24,1.64,1.64,0.591
2.6,5.2,1.24,1.24,0.505
1.8,3.6,1.4,1.4,0.72
2.92,5.84,1.44,1.44,0.536
2.04,4.08,1.6,1.6,0.736
0.48,0.96,1.16,1.16,0.842
3.44,6.88,1.84,1.84,0.614
0.44,0.88,1.92,1.92,0.791
2.56,5.12,2.0,2.0,0.745
3.96,7.92,1.48,1.48,0.457
2.44,4.88,1.04,1.04,0.51
1.52,3.04,1.96,1.96,0.858
2.32,4.64,1.8,1.8,0.712
1.24,2.48,1.76,1.76,0.837
0.76,1.52,1.36,1.36,0.838
1.0,2.0,1.56,1.56,0.831
3.72,7.44,1.28,1.28,0.424
0.2,0.4,1.72,1.72,0.677
3.48,6.96,1.08,1.08,0.398
1.56,3.12,1.2,1.2,0.707
3.16,6.32,1.64,1.64,0.593
2.64,5.28,1.24,1.24,0.522
2.96,5.92,1.44,1.44,0.525
1.84,3.68,1.4,1.4,0.739
2.08,4.16,1.6,1.6,0.718
3.48,6.96,1.84,1.84,0.591
2.8,5.6,2.0,2.0,0.71
0.52,1.04,1.16,1.16,0.838
2.6,5.2,2.0,2.0,0.757
4.0,8.0,1.48,1.48,0.448
0.48,0.96,1.92,1.92,0.83
1.28,2.56,1.76,1.76,0.842
1.56,3.12,1.96,1.96,0.845
0.8,1.6,1.36,1.36,0.851
1.04,2.08,1.56,1.56,0.845
3.76,7.52,1.28,1.28,0.425
2.36,4.72,1.8,1.8,0.721
1.6,3.2,1.2,1.2,0.687
0.24,0.48,1.72,1.72,0.701
3.52,7.04,1.08,1.08,0.398
3.2,6.4,1.64,1.64,0.576
2.68,5.36,1.24,1.24,0.511
3.0,6.0,1.44,1.44,0.57
2.12,4.24,1.6,1.6,0.73
1.88,3.76,1.4,1.4,0.69
2.84,5.68,2.0,2.0,0.711
3.52,7.04,1.84,1.84,0.606
0.56,1.12,1.16,1.16,0.853
0.0,0.0,1.52,1.52,0.206
0.52,1.04,1.92,1.92,0.82
0.84,1.68,1.36,1.36,0.853
2.64,5.28,2.0,2.0,0.724
1.6,3.2,1.96,1.96,0.825
1.32,2.64,1.76,1.76,0.832
1.08,2.16,1.56,1.56,0.846
2.4,4.8,1.8,1.8,0.724
3.8,7.6,1.28,1.28,0.427
1.64,3.28,1.2,1.2,0.648
0.28,0.56,1.72,1.72,0.72
3.88,7.76,2.04,2.04,0.584
3.24,6.48,1.64,1.64,0.591
2.72,5.44,1.24,1.24,0.546
0.92,1.84,2.12,2.12,0.855
2.16,4.32,1.6,1.6,0.718
1.92,3.84,1.4,1.4,0.667
2.88,5.76,2.0,2.0,0.705
0.56,1.12,1.92,1.92,0.825
3.56,7.12,1.84,1.84,0.576
2.0,4.0,2.16,2.16,0.822
0.04,0.08,1.52,1.52,0.352
3.08,6.16,2.2,2.2,0.714
2.68,5.36,2.0,2.0,0.739
1.36,2.72,1.76,1.76,0.855
1.64,3.28,1.96,1.96,0.82
1.12,2.24,1.56,1.56,0.826
0.12,0.24,2.28,2.28,0.493
2.44,4.88,1.8,1.8,0.714
0.32,0.64,1.72,1.72,0.755
1.2,2.4,2.32,2.32,0.853
3.92,7.84,2.04,2.04,0.594
3.28,6.56,1.64,1.64,0.572
0.96,1.92,2.12,2.12,0.865
2.28,4.56,2.36,2.36,0.829
2.92,5.84,2.0,2.0,0.707
3.36,6.72,2.4,2.4,0.706
0.6,1.2,1.92,1.92,0.86
2.2,4.4,1.6,1.6,0.721
0.4,0.8,2.48,2.48,0.729
1.48,2.96,2.52,2.52,0.881
2.04,4.08,2.16,2.16,0.835
2.72,5.44,2.0,2.0,0.695
3.12,6.24,2.2,2.2,0.702
1.68,3.36,1.96,1.96,0.825
2.56,5.12,2.56,2.56,0.813
1.4,2.8,1.76,1.76,0.83
3.64,7.28,2.6,2.6,0.709
0.16,0.32,2.28,2.28,0.568
2.48,4.96,1.8,1.8,0.697
1.24,2.48,2.32,2.32,0.873
3.96,7.92,2.04,2.04,0.564
0.68,1.36,2.68,2.68,0.809
1.0,2.0,2.12,2.12,0.87
2.96,5.92,2.0,2.0,0.694
3.4,6.8,2.4,2.4,0.716
2.32,4.64,2.36,2.36,0.834
1.76,3.52,2.72,2.72,0.866
2.84,5.68,2.76,2.76,0.796
0.44,0.88,2.48,2.48,0.763
2.08,4.16,2.16,2.16,0.832
1.52,3.04,2.52,2.52,0.863
2.76,5.52,2.0,2.0,0.722
3.92,7.84,2.8,2.8,0.727
3.16,6.32,2.2,2.2,0.724
3.68,7.36,2.6,2.6,0.72
0.96,1.92,2.88,2.88,0.839
2.04,4.08,2.92,2.92,0.865
2.6,5.2,2.56,2.56,0.818
1.28,2.56,2.32,2.32,0.851
0.2,0.4,2.28,2.28,0.616
0.72,1.44,2.68,2.68,0.831
4.0,8.0,2.04,2.04,0.579
1.04,2.08,2.12,2.12,0.877
3.44,6.88,2.4,2.4,0.703
2.36,4.72,2.36,2.36,0.82
3.0,6.0,2.0,2.0,0.676
1.8,3.6,2.72,2.72,0.887
2.88,5.76,2.76,2.76,0.811
0.48,0.96,2.48,2.48,0.791
2.12,4.24,2.16,2.16,0.794
1.56,3.12,2.52,2.52,0.875
3.2,6.4,2.2,2.2,0.692
3.96,7.92,2.8,2.8,0.715
3.12,6.24,2.96,2.96,0.823
3.72,7.44,2.6,2.6,0.715
2.64,5.28,2.56,2.56,0.809
1.0,2.0,2.88,2.88,0.841
2.08,4.16,2.92,2.92,0.866
1.32,2.64,2.32,2.32,0.874
0.24,0.48,2.28,2.28,0.662
0.76,1.52,2.68,2.68,0.809
1.08,2.16,2.12,2.12,0.871
0.0,0.0,2.08,2.08,0.212
3.48,6.96,2.4,2.4,0.723
3.04,6.08,2.0,2.0,0.681
2.4,4.8,2.36,2.36,0.829
2.92,5.84,2.76,2.76,0.8
1.84,3.68,2.72,2.72,0.875
0.52,1.04,2.48,2.48,0.786
2.16,4.32,2.16,2.16,0.794
4.0,8.0,2.8,2.8,0.727
1.6,3.2,2.52,2.52,0.865
3.24,6.48,2.2,2.2,0.704
3.76,7.52,2.6,2.6,0.704
2.12,4.24,2.92,2.92,0.862
3.16,6.32,2.96,2.96,0.817
1.04,2.08,2.88,2.88,0.86
2.68,5.36,2.56,2.56,0.797
0.28,0.56,2.28,2.28,0.683
1.36,2.72,2.32,2.32,0.879
0.8,1.6,2.68,2.68,0.855
0.04,0.08,2.08,2.08,0.296
1.12,2.24,2.12,2.12,0.857
3.52,7.04,2.4,2.4,0.727
3.08,6.16,2.0,2.0,0.667
2.96,5.92,2.76,2.76,0.814
2.44,4.88,2.36,2.36,0.8
1.88,3.76,2.72,2.72,0.852
0.0,0.0,2.84,2.84,0.189
2.2,4.4,2.16,2.16,0.821
0.56,1.12,2.48,2.48,0.799
1.64,3.28,2.52,2.52,0.858
2.72,5.44,2.56,2.56,0.808
3.8,7.6,2.6,2.6,0.689
3.2,6.4,2.96,2.96,0.82
3.28,6.56,2.2,2.2,0.663
2.16,4.32,2.92,2.92,0.861
0.32,0.64,2.28,2.28,0.757
1.08,2.16,2.88,2.88,0.844
0.84,1.68,2.68,2.68,0.842
1.4,2.8,2.32,2.32,0.858
3.56,7.12,2.4,2.4,0.717
1.16,2.32,2.12,2.12,0.869
0.08,0.16,2.08,2.08,0.411
3.12,6.24,2.0,2.0,0.647
2.48,4.96,2.36,2.36,0.822
3.0,6.0,2.76,2.76,0.813
1.92,3.84,2.72,2.72,0.854
0.04,0.08,2.84,2.84,0.306
1.68,3.36,2.52,2.52,0.86
2.24,4.48,2.16,2.16,0.795
0.6,1.2,2.48,2.48,0.812
3.84,7.68,2.6,2.6,0.678
3.32,6.64,2.2,2.2,0.69
2.76,5.52,2.56,2.56,0.804
2.2,4.4,2.92,2.92,0.862
3.24,6.48,2.96,2.96,0.808
0.36,0.72,2.28,2.28,0.735
1.12,2.24,2.88,2.88,0.869
0.88,1.76,2.68,2.68,0.824
1.44,2.88,2.32,2.32,0.869
3.6,7.2,2.4,2.4,0.685
0.12,0.24,2.08,2.08,0.502
1.2,2.4,2.12,2.12,0.884
3.16,6.32,2.0,2.0,0.648
2.52,5.04,2.36,2.36,0.807
1.96,3.92,2.72,2.72,0.874
3.04,6.08,2.76,2.76,0.796
1.72,3.44,2.52,2.52,0.875
2.28,4.56,2.16,2.16,0.808
0.08,0.16,2.84,2.84,0.352
3.88,7.76,2.6,2.6,0.685
0.64,1.28,2.48,2.48,0.807
2.8,5.6,2.56,2.56,0.799
3.36,6.72,2.2,2.2,0.7
2.24,4.48,2.92,2.92,0.854
1.16,2.32,2.88,2.88,0.855
3.28,6.56,2.96,2.96,0.79
0.4,0.8,2.28,2.28,0.755
0.92,1.84,2.68,2.68,0.822
1.48,2.96,2.32,2.32,0.833
3.64,7.28,2.4,2.4,0.687
0.16,0.32,2.08,2.08,0.589
1.24,2.48,2.12,2.12,0.876
3.08,6.16,2.76,2.76,0.798
2.0,4.0,2.72,2.72,0.875
3.2,6.4,2.0,2.0,0.655
2.56,5.12,2.36,2.36,0.784
1.76,3.52,2.52,2.52,0.848
2.32,4.64,2.16,2.16,0.791
0.12,0.24,2.84,2.84,0.405
0.68,1.36,2.48,2.48,0.804
3.92,7.84,2.6,2.6,0.704
2.84,5.68,2.56,2.56,0.781
2.28,4.56,2.92,2.92,0.862
3.4,6.8,2.2,2.2,0.667
1.2,2.4,2.88,2.88,0.862
0.44,0.88,2.28,2.28,0.789
0.96,1.92,2.68,2.68,0.826
3.32,6.64,2.96,2.96,0.779
3.68,7.36,2.4,2.4,0.701
1.52,3.04,2.32,2.32,0.852
1.28,2.56,2.12,2.12,0.857
3.12,6.24,2.76,2.76,0.78
0.2,0.4,2.08,2.08,0.617
2.04,4.08,2.72,2.72,0.835
3.24,6.48,2.0,2.0,0.638
2.6,5.2,2.36,2.36,0.801
1.8,3.6,2.52,2.52,0.855
2.36,4.72,2.16,2.16,0.786
0.16,0.32,2.84,2.84,0.521
3.96,7.92,2.6,2.6,0.701
0.72,1.44,2.48,2.48,0.841
2.88,5.76,2.56,2.56,0.774
2.32,4.64,2.92,2.92,0.865
0.48,0.96,2.28,2.28,0.78
1.24,2.48,2.88,2.88,0.876
3.44,6.88,2.2,2.2,0.65
1.0,2.0,2.68,2.68,0.87
3.36,6.72,2.96,2.96,0.791
1.56,3.12,2.32,2.32,0.881
3.72,7.44,2.4,2.4,0.694
1.32,2.64,2.12,2.12,0.851
3.16,6.32,2.76,2.76,0.774
0.24,0.48,2.08,2.08,0.709
2.08,4.16,2.72,2.72,0.845
3.28,6.56,2.0,2.0,0.631
2.64,5.28,2.36,2.36,0.765
1.84,3.68,2.52,2.52,0.856
2.4,4.8,2.16,2.16,0.795
4.0,8.0,2.6,2.6,0.671
0.2,0.4,2.84,2.84,0.546
0.76,1.52,2.48,2.48,0.821
2.92,5.84,2.56,2.56,0.787
1.28,2.56,2.88,2.88,0.864
3.48,6.96,2.2,2.2,0.648
0.52,1.04,2.28,2.28,0.788
2.36,4.72,2.92,2.92,0.855
1.04,2.08,2.68,2.68,0.857
3.4,6.8,2.96,2.96,0.791
1.6,3.2,2.32,2.32,0.857
3.76,7.52,2.4,2.4,0.682
0.28,0.56,2.08,2.08,0.729
3.2,6.4,2.76,2.76,0.799
1.36,2.72,2.12,2.12,0.868
2.12,4.24,2.72,2.72,0.856
2.68,5.36,2.36,2.36,0.776
1.88,3.76,2.52,2.52,0.862
0.0,0.0,2.64,2.64,0.185
3.32,6.64,2.0,2.0,0.64
2.44,4.88,2.16,2.16,0.777
0.24,0.48,2.84,2.84,0.592
1.32,2.64,2.88,2.88,0.875
0.8,1.6,2.48,2.48,0.841
2.96,5.92,2.56,2.56,0.778
3.52,7.04,2.2,2.2,0.665
0.56,1.12,2.28,2.28,0.817
2.4,4.8,2.92,2.92,0.855
1.08,2.16,2.68,2.68,0.852
3.44,6.88,2.96,2.96,0.785
1.64,3.28,2.32,2.32,0.856
1.4,2.8,2.12,2.12,0.862
3.24,6.48,2.76,2.76,0.795
3.8,7.6,2.4,2.4,0.644
0.32,0.64,2.08,2.08,0.731
2.16,4.32,2.72,2.72,0.858
1.92,3.84,2.52,2.52,0.828
3.36,6.72,2.0,2.0,0.642
0.04,0.08,2.64,2.64,0.256
2.48,4.96,2.16,2.16,0.763
2.72,5.44,2.36,2.36,0.805
0.28,0.56,2.84,2.84,0.656
1.36,2.72,2.88,2.88,0.853
3.56,7.12,2.2,2.2,0.652
3.0,6.0,2.56,2.56,0.794
0.84,1.68,2.48,2.48,0.863
0.6,1.2,2.28,2.28,0.833
2.44,4.88,2.92,2.92,0.86
1.12,2.24,2.68,2.68,0.847
3.48,6.96,2.96,2.96,0.778
1.68,3.36,2.32,2.32,0.852
3.84,7.68,2.4,2.4,0.663
1.44,2.88,2.12,2.12,0.85
3.28,6.56,2.76,2.76,0.789
0.36,0.72,2.08,2.08,0.758
3.4,6.8,2.0,2.0,0.632
2.2,4.4,2.72,2.72,0.864
2.52,5.04,2.16,2.16,0.793
1.96,3.92,2.52,2.52,0.868
2.76,5.52,2.36,2.36,0.768
0.08,0.16,2.64,2.64,0.365
0.32,0.64,2.84,2.84,0.664
1.4,2.8,2.88,2.88,0.865
3.04,6.08,2.56,2.56,0.772
3.6,7.2,2.2,2.2,0.641
0.88,1.76,2.48,2.48,0.845
0.64,1.28,2.28,2.28,0.828
1.16,2.32,2.68,2.68,0.841
2.48,4.96,2.92,2.92,0.848
3.52,7.04,2.96,2.96,0.764
1.72,3.44,2.32,2.32,0.867
3.88,7.76,2.4,2.4,0.659
1.48,2.96,2.12,2.12,0.88
3.32,6.64,2.76,2.76,0.753
3.44,6.88,2.0,2.0,0.612
0.4,0.8,2.08,2.08,0.777
2.56,5.12,2.16,2.16,0.761
2.24,4.48,2.72,2.72,0.866
2.0,4.0,2.52,2.52,0.846
2.8,5.6,2.36,2.36,0.758
0.12,0.24,2.64,2.64,0.452
0.36,0.72,2.84,2.84,0.727
1.44,2.88,2.88,2.88,0.869
0.68,1.36,2.28,2.28,0.842
3.08,6.16,2.56,2.56,0.77
2.52,5.04,2.92,2.92,0.847
3.64,7.28,2.2,2.2,0.644
0.92,1.84,2.48,2.48,0.858
1.2,2.4,2.68,2.68,0.867
3.56,7.12,2.96,2.96,0.765
1.76,3.52,2.32,2.32,0.864
3.92,7.84,2.4,2.4,0.664
1.52,3.04,2.12,2.12,0.869
3.36,6.72,2.76,2.76,0.737
0.44,0.88,2.08,2.08,0.787
2.28,4.56,2.72,2.72,0.823
0.16,0.32,2.64,2.64,0.514
3.48,6.96,2.0,2.0,0.638
2.6,5.2,2.16,2.16,0.761
2.84,5.68,2.36,2.36,0.771
2.04,4.08,2.52,2.52,0.872
3.68,7.36,2.2,2.2,0.659
1.48,2.96,2.88,2.88,0.875
0.4,0.8,2.84,2.84,0.726
3.12,6.24,2.56,2.56,0.778
0.72,1.44,2.28,2.28,0.834
2.56,5.12,2.92,2.92,0.848
0.96,1.92,2.48,2.48,0.844
3.6,7.2,2.96,2.96,0.782
1.24,2.48,2.68,2.68,0.865
1.8,3.6,2.32,2.32,0.845
1.56,3.12,2.12,2.12,0.839
0.48,0.96,2.08,2.08,0.796
3.96,7.92,2.4,2.4,0.658
3.4,6.8,2.76,2.76,0.757
2.32,4.64,2.72,2.72,0.853
0.2,0.4,2.64,2.64,0.577
2.64,5.28,2.16,2.16,0.738
3.52,7.04,2.0,2.0,0.618
3.72,7.44,2.2,2.2,0.628
2.88,5.76,2.36,2.36,0.754
2.08,4.16,2.52,2.52,0.84
1.52,3.04,2.88,2.88,0.865
3.16,6.32,2.56,2.56,0.751
0.76,1.52,2.28,2.28,0.856
0.44,0.88,2.84,2.84,0.724
2.6,5.2,2.92,2.92,0.821
1.0,2.0,2.48,2.48,0.86
3.64,7.28,2.96,2.96,0.787
1.28,2.56,2.68,2.68,0.874
1.84,3.68,2.32,2.32,0.841
1.6,3.2,2.12,2.12,0.849
0.52,1.04,2.08,2.08,0.809
3.44,6.88,2.76,2.76,0.745
4.0,8.0,2.4,2.4,0.658
2.68,5.36,2.16,2.16,0.755
3.56,7.12,2.0,2.0,0.598
0.24,0.48,2.64,2.64,0.603
2.36,4.72,2.72,2.72,0.838
2.92,5.84,2.36,2.36,0.771
3.76,7.52,2.2,2.2,0.651
2.12,4.24,2.52,2.52,0.848
0.8,1.6,2.28,2.28,0.861
1.56,3.12,2.88,2.88,0.856
3.2,6.4,2.56,2.56,0.755
2.64,5.28,2.92,2.92,0.844
0.48,0.96,2.84,2.84,0.763
1.04,2.08,2.48,2.48,0.842
1.32,2.64,2.68,2.68,0.855
3.68,7.36,2.96,2.96,0.744
1.64,3.28,2.12,2.12,0.854
1.88,3.76,2.32,2.32,0.839
0.56,1.12,2.08,2.08,0.83
0.0,0.0,2.44,2.44,0.211
3.48,6.96,2.76,2.76,0.737
2.72,5.44,2.16,2.16,0.763
0.28,0.56,2.64,2.64,0.646
2.4,4.8,2.72,2.72,0.846
3.6,7.2,2.0,2.0,0.606
2.96,5.92,2.36,2.36,0.741
3.8,7.6,2.2,2.2,0.628
0.84,1.68,2.28,2.28,0.838
