sigx1,sigx2,sigh1,sigh2,success_rate
0.32,0.64,1.48,1.48,0.784
3.52,7.04,1.6,1.6,0.529
1.64,3.28,1.72,1.72,0.814
2.72,5.44,1.76,1.76,0.677
3.84,7.68,1.04,1.04,0.339
1.16,2.32,1.32,1.32,0.789
0.88,1.76,1.12,1.12,0.795
0.08,0.16,1.28,1.28,0.522
2.48,4.96,1.56,1.56,0.636
3.32,6.64,1.4,1.4,0.49
0.6,1.2,1.68,1.68,0.838
1.4,2.8,1.52,1.52,0.801
2.24,4.48,1.36,1.36,0.614
1.96,3.92,1.16,1.16,0.601
3.04,6.08,1.2,1.2,0.474
1.96,3.92,1.92,1.92,0.784
3.84,7.68,1.8,1.8,0.535
3.0,6.0,1.96,1.96,0.665
2.84,5.68,1.0,1.0,0.443
0.88,1.76,1.88,1.88,0.866
3.56,7.12,1.6,1.6,0.512
0.36,0.72,1.48,1.48,0.778
1.68,3.36,1.72,1.72,0.809
2.76,5.52,1.76,1.76,0.672
3.88,7.76,1.04,1.04,0.374
0.92,1.84,1.12,1.12,0.794
1.2,2.4,1.32,1.32,0.794
0.12,0.24,1.28,1.28,0.596
2.52,5.04,1.56,1.56,0.681
3.36,6.72,1.4,1.4,0.486
0.64,1.28,1.68,1.68,0.839
1.44,2.88,1.52,1.52,0.782
2.28,4.56,1.36,1.36,0.621
2.0,4.0,1.16,1.16,0.595
3.08,6.16,1.2,1.2,0.47
3.88,7.76,1.8,1.8,0.538
2.0,4.0,1.92,1.92,0.789
3.04,6.08,1.96,1.96,0.66
2.88,5.76,1.0,1.0,0.386
0.92,1.84,1.88,1.88,0.835
3.6,7.2,1.6,1.6,0.537
0.4,0.8,1.48,1.48,0.811
2.8,5.6,1.76,1.76,0.636
1.72,3.44,1.72,1.72,0.799
3.92,7.84,1.04,1.04,0.346
1.24,2.48,1.32,1.32,0.777
0.96,1.92,1.12,1.12,0.794
0.16,0.32,1.28,1.28,0.679
2.56,5.12,1.56,1.56,0.646
3.4,6.8,1.4,1.4,0.467
1.48,2.96,1.52,1.52,0.805
2.04,4.08,1.16,1.16,0.561
0.68,1.36,1.68,1.68,0.885
2.04,4.08,1.92,1.92,0.796
3.92,7.84,1.8,1.8,0.537
3.12,6.24,1.2,1.2,0.498
2.32,4.64,1.36,1.36,0.614
3.08,6.16,1.96,1.96,0.678
2.92,5.84,1.0,1.0,0.439
0.96,1.92,1.88,1.88,0.879
2.84,5.68,1.76,1.76,0.624
0.44,0.88,1.48,1.48,0.845
3.64,7.28,1.6,1.6,0.501
1.76,3.52,1.72,1.72,0.778
3.96,7.92,1.04,1.04,0.359
1.28,2.56,1.32,1.32,0.783
1.0,2.0,1.12,1.12,0.807
0.2,0.4,1.28,1.28,0.696
2.6,5.2,1.56,1.56,0.657
1.52,3.04,1.52,1.52,0.787
2.08,4.16,1.16,1.16,0.567
0.72,1.44,1.68,1.68,0.853
3.44,6.88,1.4,1.4,0.472
3.96,7.92,1.8,1.8,0.542
3.12,6.24,1.96,1.96,0.662
2.08,4.16,1.92,1.92,0.79
2.36,4.72,1.36,1.36,0.603
3.16,6.32,1.2,1.2,0.476
2.96,5.92,1.0,1.0,0.416
1.0,2.0,1.88,1.88,0.859
2.88,5.76,1.76,1.76,0.616
0.48,0.96,1.48,1.48,0.819
3.68,7.36,1.6,1.6,0.536
1.8,3.6,1.72,1.72,0.791
4.0,8.0,1.04,1.04,0.357
1.32,2.64,1.32,1.32,0.776
1.04,2.08,1.12,1.12,0.777
1.56,3.12,1.52,1.52,0.78
2.64,5.28,1.56,1.56,0.62
0.24,0.48,1.28,1.28,0.727
2.12,4.24,1.16,1.16,0.588
3.48,6.96,1.4,1.4,0.486
4.0,8.0,1.8,1.8,0.538
0.76,1.52,1.68,1.68,0.858
3.16,6.32,1.96,1.96,0.66
2.12,4.24,1.92,1.92,0.771
2.4,4.8,1.36,1.36,0.574
3.2,6.4,1.2,1.2,0.455
1.04,2.08,1.88,1.88,0.859
3.0,6.0,1.0,1.0,0.439
2.92,5.84,1.76,1.76,0.645
1.84,3.68,1.72,1.72,0.785
0.52,1.04,1.48,1.48,0.839
3.72,7.44,1.6,1.6,0.512
0.0,0.0,1.08,1.08,0.185
1.36,2.72,1.32,1.32,0.754
1.08,2.16,1.12,1.12,0.781
2.68,5.36,1.56,1.56,0.596
0.28,0.56,1.28,1.28,0.765
1.6,3.2,1.52,1.52,0.779
2.16,4.32,1.16,1.16,0.551
0.0,0.0,1.84,1.84,0.188
3.2,6.4,1.96,1.96,0.635
2.16,4.32,1.92,1.92,0.788
0.8,1.6,1.68,1.68,0.849
3.52,7.04,1.4,1.4,0.486
2.44,4.88,1.36,1.36,0.617
3.24,6.48,1.2,1.2,0.462
1.08,2.16,1.88,1.88,0.866
1.88,3.76,1.72,1.72,0.794
3.04,6.08,1.0,1.0,0.417
0.56,1.12,1.48,1.48,0.837
2.96,5.92,1.76,1.76,0.652
3.76,7.52,1.6,1.6,0.511
0.04,0.08,1.08,1.08,0.372
1.4,2.8,1.32,1.32,0.754
2.72,5.44,1.56,1.56,0.59
1.12,2.24,1.12,1.12,0.757
2.2,4.4,1.16,1.16,0.568
0.32,0.64,1.28,1.28,0.792
0.04,0.08,1.84,1.84,0.313
1.64,3.28,1.52,1.52,0.777
2.2,4.4,1.92,1.92,0.762
0.84,1.68,1.68,1.68,0.864
3.56,7.12,1.4,1.4,0.456
3.24,6.48,1.96,1.96,0.644
2.48,4.96,1.36,1.36,0.59
3.28,6.56,1.2,1.2,0.438
1.12,2.24,1.88,1.88,0.865
1.92,3.84,1.72,1.72,0.769
3.08,6.16,1.0,1.0,0.418
3.0,6.0,1.76,1.76,0.651
0.6,1.2,1.48,1.48,0.853
3.8,7.6,1.6,1.6,0.507
0.08,0.16,1.08,1.08,0.543
1.44,2.88,1.32,1.32,0.767
2.24,4.48,1.16,1.16,0.55
2.76,5.52,1.56,1.56,0.624
1.16,2.32,1.12,1.12,0.762
1.68,3.36,1.52,1.52,0.768
0.36,0.72,1.28,1.28,0.813
0.88,1.76,1.68,1.68,0.855
3.6,7.2,1.4,1.4,0.472
0.08,0.16,1.84,1.84,0.422
2.24,4.48,1.92,1.92,0.741
3.28,6.56,1.96,1.96,0.649
2.52,5.04,1.36,1.36,0.578
3.32,6.64,1.2,1.2,0.446
1.96,3.92,1.72,1.72,0.739
3.04,6.08,1.76,1.76,0.585
1.16,2.32,1.88,1.88,0.869
3.12,6.24,1.0,1.0,0.414
3.84,7.68,1.6,1.6,0.494
0.64,1.28,1.48,1.48,0.841
0.12,0.24,1.08,1.08,0.636
1.48,2.96,1.32,1.32,0.743
2.28,4.56,1.16,1.16,0.522
1.72,3.44,1.52,1.52,0.76
2.8,5.6,1.56,1.56,0.597
1.2,2.4,1.12,1.12,0.737
0.4,0.8,1.28,1.28,0.82
3.64,7.28,1.4,1.4,0.468
0.12,0.24,1.84,1.84,0.545
2.28,4.56,1.92,1.92,0.743
0.92,1.84,1.68,1.68,0.849
2.56,5.12,1.36,1.36,0.566
3.36,6.72,1.2,1.2,0.438
3.32,6.64,1.96,1.96,0.647
2.0,4.0,1.72,1.72,0.76
3.08,6.16,1.76,1.76,0.62
1.2,2.4,1.88,1.88,0.855
3.88,7.76,1.6,1.6,0.496
3.16,6.32,1.0,1.0,0.386
0.68,1.36,1.48,1.48,0.843
1.52,3.04,1.32,1.32,0.745
1.76,3.52,1.52,1.52,0.748
0.16,0.32,1.08,1.08,0.683
0.44,0.88,1.28,1.28,0.855
2.32,4.64,1.16,1.16,0.535
2.84,5.68,1.56,1.56,0.605
0.96,1.92,1.68,1.68,0.851
2.32,4.64,1.92,1.92,0.725
3.68,7.36,1.4,1.4,0.461
1.24,2.48,1.12,1.12,0.739
0.16,0.32,1.84,1.84,0.592
3.4,6.8,1.2,1.2,0.484
3.36,6.72,1.96,1.96,0.643
3.12,6.24,1.76,1.76,0.617
3.2,6.4,1.0,1.0,0.39
2.04,4.08,1.72,1.72,0.76
2.6,5.2,1.36,1.36,0.57
1.24,2.48,1.88,1.88,0.863
0.72,1.44,1.48,1.48,0.871
3.92,7.84,1.6,1.6,0.502
0.2,0.4,1.08,1.08,0.733
1.8,3.6,1.52,1.52,0.748
1.56,3.12,1.32,1.32,0.761
2.36,4.72,1.16,1.16,0.543
0.48,0.96,1.28,1.28,0.837
2.88,5.76,1.56,1.56,0.589
3.72,7.44,1.4,1.4,0.456
1.0,2.0,1.68,1.68,0.856
2.36,4.72,1.92,1.92,0.746
1.28,2.56,1.12,1.12,0.703
0.2,0.4,1.84,1.84,0.672
3.44,6.88,1.2,1.2,0.426
2.08,4.16,1.72,1.72,0.76
3.24,6.48,1.0,1.0,0.38
3.16,6.32,1.76,1.76,0.616
3.4,6.8,1.96,1.96,0.619
2.64,5.28,1.36,1.36,0.584
1.28,2.56,1.88,1.88,0.864
0.76,1.52,1.48,1.48,0.865
3.96,7.92,1.6,1.6,0.477
0.24,0.48,1.08,1.08,0.789
0.52,1.04,1.28,1.28,0.838
1.84,3.68,1.52,1.52,0.712
1.6,3.2,1.32,1.32,0.71
2.92,5.84,1.56,1.56,0.569
2.4,4.8,1.16,1.16,0.543
3.76,7.52,1.4,1.4,0.46
2.4,4.8,1.92,1.92,0.749
0.24,0.48,1.84,1.84,0.73
1.04,2.08,1.68,1.68,0.873
1.32,2.64,1.12,1.12,0.715
3.2,6.4,1.76,1.76,0.602
3.28,6.56,1.0,1.0,0.42
2.12,4.24,1.72,1.72,0.735
3.48,6.96,1.2,1.2,0.394
3.44,6.88,1.96,1.96,0.638
4.0,8.0,1.6,1.6,0.477
1.32,2.64,1.88,1.88,0.841
2.68,5.36,1.36,1.36,0.552
0.8,1.6,1.48,1.48,0.861
0.56,1.12,1.28,1.28,0.878
0.28,0.56,1.08,1.08,0.812
1.64,3.28,1.32,1.32,0.715
1.88,3.76,1.52,1.52,0.738
2.44,4.88,1.16,1.16,0.528
2.96,5.92,1.56,1.56,0.589
3.8,7.6,1.4,1.4,0.453
2.44,4.88,1.92,1.92,0.757
1.08,2.16,1.68,1.68,0.855
0.28,0.56,1.84,1.84,0.735
3.24,6.48,1.76,1.76,0.575
3.32,6.64,1.0,1.0,0.398
1.36,2.72,1.12,1.12,0.693
2.16,4.32,1.72,1.72,0.733
1.36,2.72,1.88,1.88,0.841
3.52,7.04,1.2,1.2,0.424
0.0,0.0,1.64,1.64,0.205
3.48,6.96,1.96,1.96,0.609
2.72,5.44,1.36,1.36,0.567
0.84,1.68,1.48,1.48,0.862
0.6,1.2,1.28,1.28,0.858
0.32,0.64,1.08,1.08,0.813
1.92,3.84,1.52,1.52,0.737
2.48,4.96,1.16,1.16,0.524
1.68,3.36,1.32,1.32,0.714
3.84,7.68,1.4,1.4,0.442
3.0,6.0,1.56,1.56,0.606
0.32,0.64,1.84,1.84,0.767
3.28,6.56,1.76,1.76,0.604
1.4,2.8,1.12,1.12,0.674
1.12,2.24,1.68,1.68,0.863
2.48,4.96,1.92,1.92,0.743
0.04,0.08,1.64,1.64,0.325
3.36,6.72,1.0,1.0,0.393
2.2,4.4,1.72,1.72,0.743
1.4,2.8,1.88,1.88,0.856
2.76,5.52,1.36,1.36,0.549
3.56,7.12,1.2,1.2,0.423
3.52,7.04,1.96,1.96,0.628
0.88,1.76,1.48,1.48,0.853
3.88,7.76,1.4,1.4,0.471
0.36,0.72,1.08,1.08,0.8
2.52,5.04,1.16,1.16,0.528
0.64,1.28,1.28,1.28,0.861
1.72,3.44,1.32,1.32,0.727
2.52,5.04,1.92,1.92,0.716
3.32,6.64,1.76,1.76,0.577
1.96,3.92,1.52,1.52,0.712
3.04,6.08,1.56,1.56,0.576
0.36,0.72,1.84,1.84,0.776
1.44,2.88,1.12,1.12,0.674
0.08,0.16,1.64,1.64,0.473
2.24,4.48,1.72,1.72,0.743
3.4,6.8,1.0,1.0,0.385
1.16,2.32,1.68,1.68,0.851
1.44,2.88,1.88,1.88,0.847
2.8,5.6,1.36,1.36,0.551
3.6,7.2,1.2,1.2,0.425
0.92,1.84,1.48,1.48,0.85
3.56,7.12,1.96,1.96,0.605
3.92,7.84,1.4,1.4,0.459
0.68,1.36,1.28,1.28,0.86
0.4,0.8,1.08,1.08,0.838
2.56,5.12,1.16,1.16,0.539
1.76,3.52,1.32,1.32,0.659
2.56,5.12,1.92,1.92,0.695
2.0,4.0,1.52,1.52,0.735
3.36,6.72,1.76,1.76,0.605
3.08,6.16,1.56,1.56,0.582
1.48,2.96,1.12,1.12,0.689
0.4,0.8,1.84,1.84,0.798
0.12,0.24,1.64,1.64,0.562
3.64,7.28,1.2,1.2,0.426
1.2,2.4,1.68,1.68,0.874
1.48,2.96,1.88,1.88,0.844
2.28,4.56,1.72,1.72,0.714
3.44,6.88,1.0,1.0,0.364
2.84,5.68,1.36,1.36,0.522
3.6,7.2,1.96,1.96,0.585
0.44,0.88,1.08,1.08,0.844
0.72,1.44,1.28,1.28,0.858
0.96,1.92,1.48,1.48,0.838
3.96,7.92,1.4,1.4,0.456
2.04,4.08,1.52,1.52,0.696
2.6,5.2,1.16,1.16,0.498
1.8,3.6,1.32,1.32,0.684
2.6,5.2,1.92,1.92,0.724
3.4,6.8,1.76,1.76,0.579
3.12,6.24,1.56,1.56,0.599
0.44,0.88,1.84,1.84,0.814
1.52,3.04,1.12,1.12,0.675
0.16,0.32,1.64,1.64,0.649
1.52,3.04,1.88,1.88,0.831
1.24,2.48,1.68,1.68,0.849
3.68,7.36,1.2,1.2,0.417
2.88,5.76,1.36,1.36,0.544
2.32,4.64,1.72,1.72,0.707
3.48,6.96,1.0,1.0,0.385
3.64,7.28,1.96,1.96,0.617
0.48,0.96,1.08,1.08,0.828
1.0,2.0,1.48,1.48,0.847
0.76,1.52,1.28,1.28,0.848
2.64,5.28,1.16,1.16,0.518
4.0,8.0,1.4,1.4,0.462
1.84,3.68,1.32,1.32,0.652
2.08,4.16,1.52,1.52,0.696
2.64,5.28,1.92,1.92,0.695
3.44,6.88,1.76,1.76,0.603
3.16,6.32,1.56,1.56,0.586
0.48,0.96,1.84,1.84,0.815
1.56,3.12,1.12,1.12,0.676
1.56,3.12,1.88,1.88,0.837
0.2,0.4,1.64,1.64,0.686
2.36,4.72,1.72,1.72,0.721
1.28,2.56,1.68,1.68,0.857
2.92,5.84,1.36,1.36,0.528
3.52,7.04,1.0,1.0,0.414
3.68,7.36,1.96,1.96,0.605
3.72,7.44,1.2,1.2,0.421
0.52,1.04,1.08,1.08,0.84
2.68,5.36,1.16,1.16,0.494
1.04,2.08,1.48,1.48,0.843
1.88,3.76,1.32,1.32,0.65
0.8,1.6,1.28,1.28,0.825
2.12,4.24,1.52,1.52,0.681
0.0,0.0,1.44,1.44,0.19
2.68,5.36,1.92,1.92,0.712
3.48,6.96,1.76,1.76,0.559
0.52,1.04,1.84,1.84,0.815
3.2,6.4,1.56,1.56,0.577
1.6,3.2,1.12,1.12,0.667
2.4,4.8,1.72,1.72,0.689
1.32,2.64,1.68,1.68,0.846
1.6,3.2,1.88,1.88,0.83
0.24,0.48,1.64,1.64,0.718
3.76,7.52,1.2,1.2,0.427
3.72,7.44,1.96,1.96,0.616
3.56,7.12,1.0,1.0,0.362
2.96,5.92,1.36,1.36,0.532
2.72,5.44,1.16,1.16,0.515
0.56,1.12,1.08,1.08,0.84
1.92,3.84,1.32,1.32,0.651
1.08,2.16,1.48,1.48,0.812
0.84,1.68,1.28,1.28,0.837
0.04,0.08,1.44,1.44,0.367
2.16,4.32,1.52,1.52,0.677
2.72,5.44,1.92,1.92,0.694
3.52,7.04,1.76,1.76,0.592
3.24,6.48,1.56,1.56,0.537
2.44,4.88,1.72,1.72,0.689
0.56,1.12,1.84,1.84,0.837
1.64,3.28,1.12,1.12,0.632
1.64,3.28,1.88,1.88,0.835
1.36,2.72,1.68,1.68,0.855
0.28,0.56,1.64,1.64,0.758
3.8,7.6,1.2,1.2,0.4
3.76,7.52,1.96,1.96,0.591
3.6,7.2,1.0,1.0,0.379
3.0,6.0,1.36,1.36,0.532
2.76,5.52,1.16,1.16,0.473
1.96,3.92,1.32,1.32,0.649
0.6,1.2,1.08,1.08,0.834
1.12,2.24,1.48,1.48,0.839
0.08,0.16,1.44,1.44,0.488
0.88,1.76,1.28,1.28,0.829
2.2,4.4,1.52,1.52,0.654
2.76,5.52,1.92,1.92,0.712
3.56,7.12,1.76,1.76,0.542
3.28,6.56,1.56,1.56,0.531
2.48,4.96,1.72,1.72,0.667
0.6,1.2,1.84,1.84,0.825
1.68,3.36,1.12,1.12,0.627
1.4,2.8,1.68,1.68,0.823
3.64,7.28,1.0,1.0,0.378
1.68,3.36,1.88,1.88,0.797
3.8,7.6,1.96,1.96,0.556
3.84,7.68,1.2,1.2,0.404
0.32,0.64,1.64,1.64,0.776
3.04,6.08,1.36,1.36,0.548
2.8,5.6,1.16,1.16,0.477
2.0,4.0,1.32,1.32,0.66
0.64,1.28,1.08,1.08,0.839
0.12,0.24,1.44,1.44,0.567
1.16,2.32,1.48,1.48,0.84
0.92,1.84,1.28,1.28,0.844
2.24,4.48,1.52,1.52,0.679
2.8,5.6,1.92,1.92,0.688
3.6,7.2,1.76,1.76,0.556
3.32,6.64,1.56,1.56,0.54
2.52,5.04,1.72,1.72,0.699
0.64,1.28,1.84,1.84,0.848
1.72,3.44,1.12,1.12,0.641
3.68,7.36,1.0,1.0,0.376
1.44,2.88,1.68,1.68,0.836
0.36,0.72,1.64,1.64,0.792
3.84,7.68,1.96,1.96,0.587
1.72,3.44,1.88,1.88,0.83
3.88,7.76,1.2,1.2,0.399
3.08,6.16,1.36,1.36,0.512
2.84,5.68,1.16,1.16,0.506
2.04,4.08,1.32,1.32,0.638
0.68,1.36,1.08,1.08,0.83
1.2,2.4,1.48,1.48,0.833
0.16,0.32,1.44,1.44,0.624
0.96,1.92,1.28,1.28,0.823
2.28,4.56,1.52,1.52,0.673
2.84,5.68,1.92,1.92,0.696
3.64,7.28,1.76,1.76,0.576
2.56,5.12,1.72,1.72,0.682
0.68,1.36,1.84,1.84,0.855
3.88,7.76,1.96,1.96,0.566
1.48,2.96,1.68,1.68,0.813
3.36,6.72,1.56,1.56,0.512
1.76,3.52,1.12,1.12,0.626
3.72,7.44,1.0,1.0,0.371
0.4,0.8,1.64,1.64,0.828
1.76,3.52,1.88,1.88,0.821
0.72,1.44,1.08,1.08,0.809
3.92,7.84,1.2,1.2,0.426
2.88,5.76,1.16,1.16,0.467
3.12,6.24,1.36,1.36,0.533
2.08,4.16,1.32,1.32,0.615
1.24,2.48,1.48,1.48,0.806
0.2,0.4,1.44,1.44,0.731
2.32,4.64,1.52,1.52,0.656
1.0,2.0,1.28,1.28,0.814
2.88,5.76,1.92,1.92,0.69
2.6,5.2,1.72,1.72,0.672
3.68,7.36,1.76,1.76,0.564
1.52,3.04,1.68,1.68,0.824
0.72,1.44,1.84,1.84,0.839
3.92,7.84,1.96,1.96,0.565
3.76,7.52,1.0,1.0,0.371
1.8,3.6,1.12,1.12,0.634
3.4,6.8,1.56,1.56,0.509
0.44,0.88,1.64,1.64,0.819
1.8,3.6,1.88,1.88,0.814
0.76,1.52,1.08,1.08,0.812
3.16,6.32,1.36,1.36,0.536
2.92,5.84,1.16,1.16,0.484
3.96,7.92,1.2,1.2,0.396
2.12,4.24,1.32,1.32,0.648
1.28,2.56,1.48,1.48,0.817
2.36,4.72,1.52,1.52,0.647
1.04,2.08,1.28,1.28,0.815
0.24,0.48,1.44,1.44,0.728
2.92,5.84,1.92,1.92,0.678
2.64,5.28,1.72,1.72,0.676
1.56,3.12,1.68,1.68,0.82
3.72,7.44,1.76,1.76,0.535
3.44,6.88,1.56,1.56,0.552
0.76,1.52,1.84,1.84,0.854
0.8,1.6,1.08,1.08,0.798
3.96,7.92,1.96,1.96,0.58
1.84,3.68,1.12,1.12,0.619
3.8,7.6,1.0,1.0,0.375
0.48,0.96,1.64,1.64,0.816
1.84,3.68,1.88,1.88,0.809
2.96,5.92,1.16,1.16,0.483
3.2,6.4,1.36,1.36,0.512
4.0,8.0,1.2,1.2,0.407
1.32,2.64,1.48,1.48,0.809
2.16,4.32,1.32,1.32,0.643
2.4,4.8,1.52,1.52,0.635
1.08,2.16,1.28,1.28,0.808
2.96,5.92,1.92,1.92,0.671
3.76,7.52,1.76,1.76,0.566
0.28,0.56,1.44,1.44,0.742
1.6,3.2,1.68,1.68,0.798
2.68,5.36,1.72,1.72,0.638
0.8,1.6,1.84,1.84,0.856
1.88,3.76,1.12,1.12,0.598
0.84,1.68,1.08,1.08,0.787
3.84,7.68,1.0,1.0,0.402
3.48,6.96,1.56,1.56,0.546
0.52,1.04,1.64,1.64,0.834
4.0,8.0,1.96,1.96,0.559
3.0,6.0,1.16,1.16,0.455
3.24,6.48,1.36,1.36,0.471
1.88,3.76,1.88,1.88,0.787
0.0,0.0,1.24,1.24,0.196
2.2,4.4,1.32,1.32,0.619
1.36,2.72,1.48,1.48,0.796
2.44,4.88,1.52,1.52,0.616
3.8,7.6,1.76,1.76,0.551
1.12,2.24,1.28,1.28,0.815
3.0,6.0,1.92,1.92,0.656
0.32,0.64,1.44,1.44,0.777
2.72,5.44,1.72,1.72,0.666
1.64,3.28,1.68,1.68,0.785
0.84,1.68,1.84,1.84,0.873
0.88,1.76,1.08,1.08,0.782
1.92,3.84,1.12,1.12,0.584
0.56,1.12,1.64,1.64,0.856
3.88,7.76,1.0,1.0,0.358
3.52,7.04,1.56,1.56,0.5
0.0,0.0,2.0,2.0,0.176
3.04,6.08,1.16,1.16,0.454
1.92,3.84,1.88,1.88,0.787
3.28,6.56,1.36,1.36,0.492
0.04,0.08,1.24,1.24,0.381
2.24,4.48,1.32,1.32,0.608
1.4,2.8,1.48,1.48,0.796
2.48,4.96,1.52,1.52,0.663
3.84,7.68,1.76,1.76,0.552
1.16,2.32,1.28,1.28,0.793
3.04,6.08,1.92,1.92,0.671
0.36,0.72,1.44,1.44,0.808
1.68,3.36,1.68,1.68,0.786
2.76,5.52,1.72,1.72,0.649
0.88,1.76,1.84,1.84,0.875
0.92,1.84,1.08,1.08,0.786
3.56,7.12,1.56,1.56,0.501
3.92,7.84,1.0,1.0,0.364
0.6,1.2,1.64,1.64,0.826
1.96,3.92,1.12,1.12,0.599
3.08,6.16,1.16,1.16,0.437
0.04,0.08,2.0,2.0,0.301
1.96,3.92,1.88,1.88,0.786
0.08,0.16,1.24,1.24,0.516
3.32,6.64,1.36,1.36,0.522
2.28,4.56,1.32,1.32,0.595
1.44,2.88,1.48,1.48,0.782
2.52,5.04,1.52,1.52,0.629
3.88,7.76,1.76,1.76,0.564
1.2,2.4,1.28,1.28,0.772
0.4,0.8,1.44,1.44,0.813
3.08,6.16,1.92,1.92,0.645
1.72,3.44,1.68,1.68,0.772
2.8,5.6,1.72,1.72,0.661
0.92,1.84,1.84,1.84,0.871
3.12,6.24,1.16,1.16,0.447
2.0,4.0,1.12,1.12,0.6
3.96,7.92,1.0,1.0,0.362
0.64,1.28,1.64,1.64,0.855
0.96,1.92,1.08,1.08,0.78
0.08,0.16,2.0,2.0,0.426
3.6,7.2,1.56,1.56,0.502
3.36,6.72,1.36,1.36,0.504
0.12,0.24,1.24,1.24,0.617
2.0,4.0,1.88,1.88,0.798
2.32,4.64,1.32,1.32,0.597
2.56,5.12,1.52,1.52,0.644
1.48,2.96,1.48,1.48,0.795
3.92,7.84,1.76,1.76,0.482
3.12,6.24,1.92,1.92,0.655
1.24,2.48,1.28,1.28,0.785
1.76,3.52,1.68,1.68,0.792
0.44,0.88,1.44,1.44,0.837
2.84,5.68,1.72,1.72,0.648
4.0,8.0,1.0,1.0,0.372
0.68,1.36,1.64,1.64,0.84
0.96,1.92,1.84,1.84,0.828
3.16,6.32,1.16,1.16,0.464
2.04,4.08,1.12,1.12,0.593
0.12,0.24,2.0,2.0,0.533
3.4,6.8,1.36,1.36,0.479
1.0,2.0,1.08,1.08,0.768
3.64,7.28,1.56,1.56,0.538
0.16,0.32,1.24,1.24,0.658
2.04,4.08,1.88,1.88,0.798
2.36,4.72,1.32,1.32,0.583
2.6,5.2,1.52,1.52,0.629
1.52,3.04,1.48,1.48,0.806
3.96,7.92,1.76,1.76,0.504
0.48,0.96,1.44,1.44,0.852
3.16,6.32,1.92,1.92,0.653
1.8,3.6,1.68,1.68,0.814
1.28,2.56,1.28,1.28,0.769
1.0,2.0,1.84,1.84,0.861
2.88,5.76,1.72,1.72,0.664
0.0,0.0,1.04,1.04,0.197
0.72,1.44,1.64,1.64,0.86
2.08,4.16,1.12,1.12,0.582
3.2,6.4,1.16,1.16,0.427
0.16,0.32,2.0,2.0,0.582
3.68,7.36,1.56,1.56,0.507
2.08,4.16,1.88,1.88,0.769
1.04,2.08,1.08,1.08,0.772
0.2,0.4,1.24,1.24,0.742
3.44,6.88,1.36,1.36,0.47
2.4,4.8,1.32,1.32,0.567
2.64,5.28,1.52,1.52,0.601
1.84,3.68,1.68,1.68,0.772
1.56,3.12,1.48,1.48,0.763
4.0,8.0,1.76,1.76,0.529
3.2,6.4,1.92,1.92,0.645
0.52,1.04,1.44,1.44,0.852
1.32,2.64,1.28,1.28,0.764
1.04,2.08,1.84,1.84,0.854
2.92,5.84,1.72,1.72,0.66
0.04,0.08,1.04,1.04,0.395
0.76,1.52,1.64,1.64,0.847
2.12,4.24,1.12,1.12,0.567
3.24,6.48,1.16,1.16,0.467
3.48,6.96,1.36,1.36,0.46
0.2,0.4,2.0,2.0,0.65
0.24,0.48,1.24,1.24,0.773
2.12,4.24,1.88,1.88,0.787
1.08,2.16,1.08,1.08,0.75
3.72,7.44,1.56,1.56,0.514
2.44,4.88,1.32,1.32,0.576
2.68,5.36,1.52,1.52,0.579
1.88,3.76,1.68,1.68,0.77
1.6,3.2,1.48,1.48,0.752
3.24,6.48,1.92,1.92,0.655
0.0,0.0,1.8,1.8,0.172
1.36,2.72,1.28,1.28,0.737
0.56,1.12,1.44,1.44,0.846
1.08,2.16,1.84,1.84,0.861
2.96,5.92,1.72,1.72,0.621
0.08,0.16,1.04,1.04,0.52
2.16,4.32,1.12,1.12,0.558
0.8,1.6,1.64,1.64,0.873
3.28,6.56,1.16,1.16,0.437
0.24,0.48,2.0,2.0,0.711
1.12,2.24,1.08,1.08,0.751
3.52,7.04,1.36,1.36,0.477
2.16,4.32,1.88,1.88,0.761
3.76,7.52,1.56,1.56,0.531
0.28,0.56,1.24,1.24,0.797
2.48,4.96,1.32,1.32,0.563
1.92,3.84,1.68,1.68,0.786
1.64,3.28,1.48,1.48,0.758
2.72,5.44,1.52,1.52,0.619
3.28,6.56,1.92,1.92,0.623
0.04,0.08,1.8,1.8,0.31
0.6,1.2,1.44,1.44,0.843
1.4,2.8,1.28,1.28,0.771
3.0,6.0,1.72,1.72,0.599
1.12,2.24,1.84,1.84,0.851
3.32,6.64,1.16,1.16,0.46
2.2,4.4,1.12,1.12,0.529
0.12,0.24,1.04,1.04,0.608
0.84,1.68,1.64,1.64,0.856
3.56,7.12,1.36,1.36,0.46
1.16,2.32,1.08,1.08,0.753
2.2,4.4,1.88,1.88,0.759
0.32,0.64,1.24,1.24,0.783
0.28,0.56,2.0,2.0,0.714
2.52,5.04,1.32,1.32,0.575
3.8,7.6,1.56,1.56,0.492
1.96,3.92,1.68,1.68,0.744
3.32,6.64,1.92,1.92,0.625
1.68,3.36,1.48,1.48,0.75
0.08,0.16,1.8,1.8,0.444
2.76,5.52,1.52,1.52,0.579
1.44,2.88,1.28,1.28,0.77
0.64,1.28,1.44,1.44,0.844
3.04,6.08,1.72,1.72,0.618
1.16,2.32,1.84,1.84,0.859
0.16,0.32,1.04,1.04,0.687
2.24,4.48,1.12,1.12,0.527
3.36,6.72,1.16,1.16,0.433
